children_under_4,children_under_12,children_under_18,children_under_26,employee_type,distance_dm_home_to_employer_hq,travel_location_known,owns_rents,no_of_medical_visits_previous_year,percent_family_members_with_chronic_condition,percent_family_members_that_play_sports,probe_id,serial,probe,network_status,expense_type,val1,val2,val3,val4,action,plan,estimate_medical_visits,risk_aversion,choice,kdma_depends_on,persona
0,1,0,0,Bonus,2804,No,Owns,4,0,4,1,1,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,200,1600,600,0,1600,1,5,low,low,RISK,1
1,2,3,1,Salaried,912,Yes,Rents,37,29,55,8,3,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,20,40,80,15,40,2,20,low,low,RISK,1
1,0,2,0,Salaried,1855,No,Rents,17,20,35,14,2,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,90,100,80,95,80,1,10,low,low,RISK,1
4,4,2,2,Bonus,2804,No,Owns,48,51,79,4,4,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,4000,2,50,low,low,RISK,1
0,1,1,1,Salaried,2240,Yes,Rents,8,10,10,1,1,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,200,1600,0,600,1600,1,5,low,low,RISK,1
3,1,3,1,Hourly,1593,No,Owns,16,25,52,15,3,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,70,80,70,50,70,2,20,low,low,RISK,1
4,4,3,2,Hourly,2246,No,Owns,62,60,83,17,4,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,80,50,100,70,70,2,50,low,low,RISK,1
1,0,2,0,Hourly,3681,Yes,Owns,6,13,27,11,2,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,200,0,10,100,200,1,10,low,low,RISK,1
0,1,0,0,Hourly,4519,Yes,Owns,4,10,2,18,1,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,10,20,10,15,20,1,5,low,low,RISK,1
1,1,0,0,Hourly,1178,No,Owns,0,1,13,1,1,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1600,0,200,600,1600,1,5,low,low,RISK,1
1,1,1,1,Hourly,874,No,Owns,17,17,35,12,2,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,25,200,40,0,200,1,10,low,low,RISK,1
0,2,1,2,Salaried,4555,No,Rents,8,12,35,16,2,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,75,30,50,0,75,1,10,low,low,RISK,1
4,4,3,3,Hourly,1178,No,Owns,35,54,88,4,4,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,4000,6450,1500,1000,4000,2,50,low,low,RISK,1
4,4,2,4,Bonus,4623,Yes,Owns,40,73,76,1,4,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,600,1600,200,600,2,50,low,low,RISK,1
2,3,1,3,Bonus,4623,Yes,Owns,19,48,52,4,3,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,4000,1000,1500,6450,4000,2,20,low,low,RISK,1
2,0,2,0,Salaried,1366,No,Owns,14,15,31,18,2,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,15,20,10,10,20,1,10,low,low,RISK,1
0,0,1,1,Bonus,1248,Yes,Rents,7,20,35,17,2,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,50,70,80,100,50,1,10,low,low,RISK,1
2,3,3,4,Salaried,2062,No,Rents,40,72,79,8,4,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,15,40,80,20,40,2,50,low,low,RISK,1
1,1,1,2,Hourly,3289,No,Rents,35,24,64,16,3,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,0,30,75,50,50,2,20,low,low,RISK,1
2,1,3,1,Salaried,4539,No,Owns,24,49,59,15,3,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,50,70,80,70,70,2,20,low,low,RISK,1
1,1,1,1,Hourly,2384,No,Rents,17,40,57,12,3,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,0,40,25,200,40,2,20,low,low,RISK,1
1,0,1,0,Bonus,2951,No,Owns,11,11,30,1,2,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,200,600,0,1600,1600,1,10,low,low,RISK,1
0,0,1,0,Bonus,3179,No,Rents,2,2,0,20,1,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,50,100,10,30,100,1,5,low,low,RISK,1
3,1,3,1,Hourly,1593,No,Owns,16,25,52,18,3,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,15,20,10,10,15,2,20,low,low,RISK,1
3,2,2,3,Salaried,4138,No,Owns,37,25,52,18,3,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,15,20,10,10,15,2,20,low,low,RISK,1
3,3,2,4,Bonus,4271,No,Rents,43,64,87,17,4,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,50,80,70,100,70,2,50,low,low,RISK,1
1,2,0,0,Hourly,1178,No,Owns,5,12,39,13,2,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,60,70,50,80,50,1,10,low,low,RISK,1
0,0,1,0,Hourly,2563,Yes,Rents,8,2,25,10,1,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,120,100,60,0,120,1,5,low,low,RISK,1
4,4,2,2,Bonus,1139,No,Owns,52,65,80,15,4,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,80,50,70,70,70,2,50,low,low,RISK,1
1,2,1,1,Bonus,4493,Yes,Owns,18,14,29,5,2,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,2000,4000,6450,1500,6450,1,10,low,low,RISK,1
0,1,2,0,Salaried,912,Yes,Rents,16,14,30,1,2,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,200,1600,600,0,1600,1,10,low,low,RISK,1
2,0,2,1,Hourly,1593,No,Owns,5,13,27,8,2,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,20,40,80,15,80,1,10,low,low,RISK,1
2,3,1,1,Hourly,1178,No,Owns,15,24,64,17,3,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,80,50,70,100,70,2,20,low,low,RISK,1
2,3,1,1,Hourly,4350,No,Rents,19,36,62,2,3,DEDUCTIBLE,IN-NETWORK,COST IN $,600,0,200,1600,600,2,20,low,low,RISK,1
2,4,2,3,Hourly,3429,No,Rents,58,70,81,11,4,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,10,0,100,200,100,2,50,low,low,RISK,1
3,4,2,3,Hourly,176,Yes,Rents,45,70,81,11,4,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,0,10,200,100,100,2,50,low,low,RISK,1
0,1,2,0,Salaried,4592,Yes,Rents,16,17,35,11,2,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,10,0,100,200,200,1,10,low,low,RISK,1
4,3,2,4,Salaried,4377,No,Rents,46,73,76,14,4,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,100,90,80,95,90,2,50,low,low,RISK,1
2,1,1,1,Bonus,489,No,Rents,23,20,55,18,3,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,20,15,10,10,15,2,20,low,low,RISK,1
2,0,1,0,Hourly,2250,No,Owns,11,17,35,17,2,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,80,70,50,100,50,1,10,low,low,RISK,1
3,3,2,4,Bonus,4271,No,Rents,43,64,87,1,4,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,1600,200,600,600,2,50,low,low,RISK,1
0,1,0,1,Salaried,4259,Yes,Rents,1,8,6,8,1,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,15,20,80,40,80,1,5,low,low,RISK,1
0,1,0,0,Hourly,4470,Yes,Owns,6,15,48,15,2,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,80,70,70,50,50,1,10,low,low,RISK,1
3,4,4,4,Bonus,2810,Yes,Owns,58,74,85,1,4,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,200,1600,600,0,600,2,50,low,low,RISK,1
2,2,3,1,Hourly,2547,Yes,Owns,32,36,62,13,3,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,70,80,50,60,60,2,20,low,low,RISK,1
3,1,2,1,Hourly,2250,No,Owns,26,41,60,4,3,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,1000,4000,1500,6450,4000,2,20,low,low,RISK,1
2,1,1,1,Salaried,2852,Yes,Rents,18,36,56,10,3,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,120,60,0,100,100,2,20,low,low,RISK,1
0,0,0,0,Hourly,2665,No,Rents,2,3,4,4,1,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,1000,6450,4000,1500,6450,1,5,low,low,RISK,1
0,0,1,2,Hourly,1155,No,Rents,6,20,34,13,2,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,70,80,50,60,50,1,10,low,low,RISK,1
4,4,2,2,Bonus,1139,No,Owns,52,65,80,2,4,DEDUCTIBLE,IN-NETWORK,COST IN $,1600,200,0,600,600,2,50,low,low,RISK,1
4,3,3,2,Salaried,2852,Yes,Rents,38,64,80,20,4,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,50,30,10,100,50,2,50,low,low,RISK,1
1,0,2,0,Hourly,2299,Yes,Owns,13,16,31,1,2,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,200,600,0,1600,1600,1,10,low,low,RISK,1
0,1,2,1,Bonus,2810,Yes,Owns,15,20,35,5,2,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,6450,4000,1500,2000,6450,1,10,low,low,RISK,1
1,1,0,0,Hourly,1178,No,Owns,0,1,13,14,1,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,90,95,100,80,80,1,5,low,low,RISK,1
1,0,1,0,Hourly,1593,No,Owns,0,2,1,18,1,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,15,10,10,20,20,1,5,low,low,RISK,1
0,2,0,1,Hourly,4519,Yes,Owns,11,20,28,1,2,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1600,600,200,0,1600,1,10,low,low,RISK,1
4,4,2,2,Bonus,3643,No,Rents,59,56,100,8,4,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,80,40,20,15,40,2,50,low,low,RISK,1
0,0,1,1,Bonus,1248,Yes,Rents,7,20,35,12,2,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,0,200,40,25,200,1,10,low,low,RISK,1
0,0,1,1,Bonus,1248,Yes,Rents,7,20,35,20,2,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,100,10,30,50,100,1,10,low,low,RISK,1
4,4,4,4,Salaried,3664,No,Owns,39,65,88,14,4,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,100,80,90,95,90,2,50,low,low,RISK,1
2,2,1,2,Bonus,861,No,Owns,34,26,75,8,3,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,15,20,80,40,40,2,20,low,low,RISK,1
1,0,2,0,Hourly,3681,Yes,Owns,6,13,27,16,2,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,30,50,0,75,75,1,10,low,low,RISK,1
0,0,1,0,Hourly,2563,Yes,Rents,8,2,25,17,1,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,80,70,50,100,50,1,5,low,low,RISK,1
0,0,1,0,Hourly,2563,Yes,Rents,8,2,25,15,1,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,80,50,70,70,50,1,5,low,low,RISK,1
3,2,2,1,Salaried,3352,Yes,Rents,18,48,52,5,3,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,1500,2000,6450,4000,4000,2,20,low,low,RISK,1
0,1,0,2,Salaried,2062,No,Rents,7,19,30,12,2,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,25,0,40,200,200,1,10,low,low,RISK,1
3,3,3,2,Bonus,2793,Yes,Owns,39,48,52,2,3,DEDUCTIBLE,IN-NETWORK,COST IN $,600,200,0,1600,600,2,20,low,low,RISK,1
0,0,1,1,Bonus,2810,Yes,Owns,8,10,10,12,1,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,40,200,0,25,200,1,5,low,low,RISK,1
4,3,3,4,Salaried,1125,Yes,Rents,38,53,77,20,4,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,100,10,30,50,50,2,50,low,low,RISK,1
3,4,4,3,Bonus,4493,Yes,Owns,64,60,78,16,4,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,50,0,30,75,50,2,50,low,low,RISK,1
1,1,2,0,Salaried,4539,No,Owns,10,20,34,2,2,DEDUCTIBLE,IN-NETWORK,COST IN $,200,1600,0,600,1600,1,10,low,low,RISK,1
0,0,0,0,Hourly,2665,No,Rents,2,3,4,18,1,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,20,10,10,15,20,1,5,low,low,RISK,1
1,3,2,1,Hourly,3337,No,Rents,18,47,55,17,3,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,50,100,70,80,70,2,20,low,low,RISK,1
0,1,1,0,Salaried,1919,No,Owns,10,15,31,14,2,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,80,95,90,100,80,1,10,low,low,RISK,1
2,4,3,3,Bonus,2294,Yes,Owns,47,72,79,15,4,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,70,70,50,80,70,2,50,low,low,RISK,1
1,0,0,0,Salaried,2852,Yes,Rents,1,5,5,10,1,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,0,60,120,100,120,1,5,low,low,RISK,1
0,2,0,1,Hourly,176,Yes,Rents,9,18,32,11,2,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,0,200,10,100,200,1,10,low,low,RISK,1
4,4,3,4,Salaried,3601,No,Owns,38,60,78,15,4,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,70,50,80,70,70,2,50,low,low,RISK,1
0,0,0,1,Hourly,2954,Yes,Owns,10,7,6,8,1,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,80,15,20,40,80,1,5,low,low,RISK,1
1,1,1,1,Hourly,874,No,Owns,17,17,35,16,2,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,75,0,30,50,75,1,10,low,low,RISK,1
1,1,0,0,Bonus,489,No,Rents,9,11,30,11,2,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,10,200,0,100,200,1,10,low,low,RISK,1
0,0,1,0,Salaried,1919,No,Owns,4,4,5,20,1,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,10,30,50,100,100,1,5,low,low,RISK,1
3,1,3,1,Salaried,1366,No,Owns,32,33,56,13,3,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,50,60,70,80,60,2,20,low,low,RISK,1
3,1,3,1,Hourly,1593,No,Owns,16,25,52,16,3,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,50,0,75,30,50,2,20,low,low,RISK,1
4,3,3,4,Salaried,1125,Yes,Rents,38,53,77,10,4,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,100,120,60,0,100,2,50,low,low,RISK,1
3,4,3,4,Salaried,4259,Yes,Rents,37,70,81,11,4,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,0,100,10,200,100,2,50,low,low,RISK,1
2,2,1,2,Salaried,3664,No,Owns,7,16,39,8,2,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,15,40,20,80,80,1,10,low,low,RISK,1
1,0,1,1,Bonus,1962,No,Rents,0,7,9,20,1,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,50,10,100,30,100,1,5,low,low,RISK,1
1,0,1,0,Hourly,152,Yes,Owns,8,6,13,18,1,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,10,10,20,15,20,1,5,low,low,RISK,1
2,3,4,4,Hourly,1155,No,Rents,37,75,83,2,4,DEDUCTIBLE,IN-NETWORK,COST IN $,600,1600,0,200,600,2,50,low,low,RISK,1
1,0,0,1,Salaried,1125,Yes,Rents,1,1,2,5,1,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,6450,4000,1500,2000,6450,1,5,low,low,RISK,1
0,0,0,0,Bonus,2363,Yes,Rents,6,5,5,8,1,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,80,20,40,15,80,1,5,low,low,RISK,1
1,0,0,0,Bonus,1440,Yes,Owns,10,20,34,15,2,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,80,70,50,70,50,1,10,low,low,RISK,1
2,2,2,2,Bonus,3757,No,Rents,18,26,51,4,3,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,1000,1500,6450,4000,4000,2,20,low,low,RISK,1
1,0,1,0,Salaried,1855,No,Rents,9,10,10,10,1,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,60,100,120,0,120,1,5,low,low,RISK,1
1,0,0,0,Bonus,1440,Yes,Owns,10,20,34,14,2,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,100,90,95,80,80,1,10,low,low,RISK,1
3,4,4,3,Salaried,912,Yes,Rents,61,58,79,16,4,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,50,0,75,30,50,2,50,low,low,RISK,1
1,1,0,0,Bonus,3643,No,Rents,16,13,50,14,2,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,100,90,95,80,80,1,10,low,low,RISK,1
1,1,2,2,Bonus,3409,Yes,Rents,30,29,55,2,3,DEDUCTIBLE,IN-NETWORK,COST IN $,200,1600,0,600,600,2,20,low,low,RISK,1
0,0,1,0,Salaried,1622,Yes,Rents,2,1,9,14,1,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,95,90,80,100,80,1,5,low,low,RISK,1
3,1,3,1,Hourly,1593,No,Owns,16,25,52,10,3,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,0,60,100,120,100,2,20,low,low,RISK,1
1,1,1,1,Hourly,4605,Yes,Rents,24,38,64,10,3,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,60,120,0,100,100,2,20,low,low,RISK,1
1,3,3,1,Salaried,1012,Yes,Owns,34,26,75,15,3,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,70,80,50,70,70,2,20,low,low,RISK,1
1,1,1,0,Salaried,83,Yes,Owns,2,10,2,15,1,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,70,70,50,80,50,1,5,low,low,RISK,1
1,0,1,0,Salaried,1366,No,Owns,7,4,5,4,1,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,1500,1000,4000,6450,6450,1,5,low,low,RISK,1
0,0,0,0,Hourly,4605,Yes,Rents,10,16,39,14,2,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,95,80,100,90,80,1,10,low,low,RISK,1
3,4,3,2,Salaried,358,No,Rents,50,64,80,2,4,DEDUCTIBLE,IN-NETWORK,COST IN $,1600,600,0,200,600,2,50,low,low,RISK,1
2,2,1,1,Salaried,792,No,Owns,28,24,60,5,3,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,6450,2000,4000,1500,4000,2,20,low,low,RISK,1
1,1,1,1,Salaried,2175,No,Owns,16,20,34,1,2,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1600,200,600,0,1600,1,10,low,low,RISK,1
0,1,0,0,Hourly,4470,Yes,Owns,6,15,48,1,2,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1600,200,600,0,1600,1,10,low,low,RISK,1
1,0,0,0,Bonus,3757,No,Rents,1,2,0,4,1,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,1500,6450,1000,4000,6450,1,5,low,low,RISK,1
1,2,1,1,Salaried,4742,No,Rents,15,38,56,16,3,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,30,0,75,50,50,2,20,low,low,RISK,1
4,3,3,2,Salaried,2852,Yes,Rents,38,64,80,15,4,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,70,50,80,70,70,2,50,low,low,RISK,1
3,4,4,4,Hourly,1019,Yes,Owns,59,75,77,4,4,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,1500,1000,6450,4000,4000,2,50,low,low,RISK,1
1,3,3,2,Salaried,3954,No,Owns,17,23,53,12,3,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,0,200,25,40,40,2,20,low,low,RISK,1
0,0,0,0,Hourly,3289,No,Rents,8,1,13,8,1,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,40,15,20,80,80,1,5,low,low,RISK,1
1,1,0,0,Salaried,792,No,Owns,12,12,35,14,2,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,95,90,80,100,80,1,10,low,low,RISK,1
3,4,3,4,Hourly,2954,Yes,Owns,64,67,81,14,4,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,95,80,100,90,90,2,50,low,low,RISK,1
2,1,3,2,Hourly,3561,Yes,Owns,28,26,51,17,3,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,50,100,70,80,70,2,20,low,low,RISK,1
0,1,0,0,Bonus,4199,No,Owns,7,7,6,2,1,DEDUCTIBLE,IN-NETWORK,COST IN $,1600,0,600,200,1600,1,5,low,low,RISK,1
1,1,2,0,Hourly,2547,Yes,Owns,14,16,37,4,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,1500,4000,1000,6450,1,10,low,low,RISK,1
4,3,4,3,Hourly,3252,Yes,Owns,46,55,84,11,4,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,10,0,100,200,100,2,50,low,low,RISK,1
4,3,4,3,Hourly,3252,Yes,Owns,46,55,84,20,4,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,100,50,10,30,50,2,50,low,low,RISK,1
0,1,1,0,Salaried,1012,Yes,Owns,8,2,25,12,1,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,40,200,0,25,200,1,5,low,low,RISK,1
1,0,0,0,Bonus,3757,No,Rents,1,2,0,13,1,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,80,50,70,60,50,1,5,low,low,RISK,1
1,0,1,0,Bonus,2951,No,Owns,11,11,30,20,2,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,100,10,30,50,100,1,10,low,low,RISK,1
1,1,1,1,Hourly,4605,Yes,Rents,24,38,64,8,3,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,80,15,20,40,40,2,20,low,low,RISK,1
2,2,1,2,Bonus,861,No,Owns,34,26,75,4,3,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,4000,1500,6450,1000,4000,2,20,low,low,RISK,1
0,0,1,1,Hourly,2879,Yes,Rents,16,14,30,1,2,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1600,0,600,200,1600,1,10,low,low,RISK,1
1,3,1,1,Bonus,4199,No,Owns,33,40,57,12,3,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,25,40,0,200,40,2,20,low,low,RISK,1
1,1,2,3,Hourly,1155,No,Rents,16,49,59,13,3,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,70,80,60,50,60,2,20,low,low,RISK,1
0,0,1,1,Bonus,3409,Yes,Rents,13,14,30,1,2,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,200,600,1600,1600,1,10,low,low,RISK,1
0,0,1,0,Salaried,4592,Yes,Rents,9,7,9,2,1,DEDUCTIBLE,IN-NETWORK,COST IN $,1600,200,0,600,1600,1,5,low,low,RISK,1
0,1,0,1,Salaried,4259,Yes,Rents,1,8,6,11,1,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,100,10,0,200,200,1,5,low,low,RISK,1
2,2,4,3,Bonus,1248,Yes,Rents,39,74,85,18,4,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,20,10,10,15,15,2,50,low,low,RISK,1
2,2,1,1,Bonus,2804,No,Owns,26,20,55,4,3,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,1000,6450,4000,1500,4000,2,20,low,low,RISK,1
3,1,2,3,Bonus,2742,No,Owns,39,50,53,20,3,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,10,50,100,30,50,2,20,low,low,RISK,1
0,1,0,0,Bonus,2639,No,Rents,0,4,3,1,1,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,1600,600,200,1600,1,5,low,low,RISK,1
0,2,2,2,Salaried,2240,Yes,Rents,15,20,35,14,2,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,95,80,90,100,80,1,10,low,low,RISK,1
1,0,0,0,Bonus,3643,No,Rents,8,2,25,15,1,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,70,50,80,70,50,1,5,low,low,RISK,1
1,1,1,1,Bonus,1006,No,Owns,27,35,73,16,3,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,30,0,75,50,50,2,20,low,low,RISK,1
3,4,2,3,Hourly,4470,Yes,Owns,36,63,98,15,4,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,50,80,70,70,70,2,50,low,low,RISK,1
0,1,0,0,Hourly,176,Yes,Rents,3,8,6,5,1,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,1500,4000,6450,2000,6450,1,5,low,low,RISK,1
3,3,4,3,Salaried,1622,Yes,Rents,42,55,84,17,4,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,80,100,70,50,70,2,50,low,low,RISK,1
