Case,Actual Outcome,Actual Outcome of 5 Most Similar Cases,Similarity#1,Similarity#2,Similarity#3,Similarity#4,Similarity#5,Top 5 Most Similar Case Index,Similarity Score,Diff_Attributes: Most Similar Variation 1,Diff_Attributes: Most Similar Variation 2,Diff_Attributes: Most Similar Variation 3,Diff_Attributes: Most Similar Variation 4,Diff_Attributes: Most Similar Variation 5
[37],12,[12 15 13 15 14],Case: 33 / Pred: 12,Case: 32 / Pred: 15,Case: 35 / Pred: 13,Case: 36 / Pred: 15,Case: 38 / Pred: 14,"[33, 32, 35, 36, 38]","[0.47015375728888, 0.4647595156099261, 0.4647595156099261, 0.4647595156099261, 0.4647595156099261]",Denial: 2.0/6.0 - Non-Counterfactual,"Mission: 3.0/7.0, Denial: 2.0/6.0, Risktol: 8.0/7.0, Timeurg: 2.0/3.0 - Counterfactual","Mission: 2.0/7.0, Denial: 8.0/6.0, Risktol: 8.0/7.0, Timeurg: 8.0/3.0 - Counterfactual","Mission: 2.0/7.0, Denial: 2.0/6.0, Risktol: 8.0/7.0, Timeurg: 2.0/3.0 - Counterfactual","Mission: 8.0/7.0, Denial: 2.0/6.0, Risktol: 6.0/7.0, Timeurg: 7.0/3.0 - Counterfactual"
[38],14,[14 12 12 15 15],Case: 34 / Pred: 14,Case: 41 / Pred: 12,Case: 33 / Pred: 12,Case: 32 / Pred: 15,Case: 36 / Pred: 15,"[34, 41, 33, 32, 36]","[0.46897620683440483, 0.4675800195640902, 0.46711980708505946, 0.46617906718177465, 0.46617906718177465]",Risktol: 2.0/6.0 - Non-Counterfactual,"Denial: 8.0/2.0, Timeurg: 6.0/7.0 - Counterfactual","Mission: 7.0/8.0, Risktol: 7.0/6.0, Timeurg: 3.0/7.0 - Counterfactual","Mission: 3.0/8.0, Risktol: 8.0/6.0, Timeurg: 2.0/7.0 - Counterfactual","Mission: 2.0/8.0, Risktol: 8.0/6.0, Timeurg: 2.0/7.0 - Counterfactual"
[39],13,[12 13 13 15 15],Case: 45 / Pred: 12,Case: 47 / Pred: 13,Case: 43 / Pred: 13,Case: 36 / Pred: 15,Case: 40 / Pred: 15,"[45, 47, 43, 36, 40]","[0.46711980708505946, 0.46711519675410285, 0.46652951684330923, 0.4660161623948598, 0.4658140100506602]","Mission: 4.0/2.0, Risktol: 2.0/3.0, Timeurg: 6.0/2.0 - Counterfactual","Risktol: 0.0/3.0, Timeurg: 8.0/2.0 - Non-Counterfactual","Denial: 2.0/8.0, Risktol: 2.0/3.0, Timeurg: 8.0/2.0 - Non-Counterfactual","Denial: 2.0/8.0, Risktol: 8.0/3.0 - Counterfactual","Mission: 8.0/2.0, Denial: 3.0/8.0, Timeurg: 6.0/2.0 - Counterfactual"
[40],15,[14 12 12 14 13],Case: 42 / Pred: 14,Case: 45 / Pred: 12,Case: 41 / Pred: 12,Case: 34 / Pred: 14,Case: 39 / Pred: 13,"[42, 45, 41, 34, 39]","[0.4707395028866631, 0.4673487863975569, 0.46734417832547176, 0.46652951684330923, 0.4658140100506602]",Mission: 4.0/8.0 - Counterfactual,"Mission: 4.0/8.0, Denial: 8.0/3.0, Risktol: 2.0/3.0 - Counterfactual","Denial: 8.0/3.0, Risktol: 6.0/3.0 - Counterfactual","Denial: 2.0/3.0, Risktol: 2.0/3.0, Timeurg: 7.0/6.0 - Counterfactual","Mission: 2.0/8.0, Denial: 8.0/3.0, Timeurg: 2.0/6.0 - Counterfactual"
[41],12,[14 15 12 13 14],Case: 38 / Pred: 14,Case: 40 / Pred: 15,Case: 45 / Pred: 12,Case: 35 / Pred: 13,Case: 42 / Pred: 14,"[38, 40, 45, 35, 42]","[0.4675800195640902, 0.46734417832547176, 0.4672154747444781, 0.46617906718177465, 0.4655772742291358]","Denial: 2.0/8.0, Timeurg: 7.0/6.0 - Counterfactual","Denial: 3.0/8.0, Risktol: 3.0/6.0 - Counterfactual","Mission: 4.0/8.0, Risktol: 2.0/6.0 - Non-Counterfactual","Mission: 2.0/8.0, Risktol: 8.0/6.0, Timeurg: 8.0/6.0 - Counterfactual","Mission: 4.0/8.0, Denial: 3.0/8.0, Risktol: 3.0/6.0 - Counterfactual"
[42],14,[15 12 13 12 14],Case: 40 / Pred: 15,Case: 45 / Pred: 12,Case: 39 / Pred: 13,Case: 41 / Pred: 12,Case: 34 / Pred: 14,"[40, 45, 39, 41, 34]","[0.4707395028866631, 0.46910901812195815, 0.4658140100506602, 0.4655772742291358, 0.4647595156099261]",Mission: 8.0/4.0 - Counterfactual,"Denial: 8.0/3.0, Risktol: 2.0/3.0 - Counterfactual","Mission: 2.0/4.0, Denial: 8.0/3.0, Timeurg: 2.0/6.0 - Counterfactual","Mission: 8.0/4.0, Denial: 8.0/3.0, Risktol: 6.0/3.0 - Counterfactual","Mission: 8.0/4.0, Denial: 2.0/3.0, Risktol: 2.0/3.0, Timeurg: 7.0/6.0 - Non-Counterfactual"
[43],13,[13 14 14 13 15],Case: 47 / Pred: 13,Case: 34 / Pred: 14,Case: 46 / Pred: 14,Case: 39 / Pred: 13,Case: 44 / Pred: 15,"[47, 34, 46, 39, 44]","[0.4681722753331663, 0.46816898528275724, 0.46816898528275724, 0.46652951684330923, 0.46640850834279995]","Denial: 8.0/2.0, Risktol: 0.0/2.0 - Non-Counterfactual","Mission: 8.0/2.0, Timeurg: 7.0/8.0 - Counterfactual","Mission: 6.0/2.0, Timeurg: 0.0/8.0 - Counterfactual","Denial: 8.0/2.0, Risktol: 3.0/2.0, Timeurg: 2.0/8.0 - Non-Counterfactual","Mission: 7.0/2.0, Denial: 8.0/2.0, Risktol: 0.0/2.0 - Counterfactual"
[44],15,[13 13 12 13 13],Case: 47 / Pred: 13,Case: 43 / Pred: 13,Case: 45 / Pred: 12,Case: 35 / Pred: 13,Case: 39 / Pred: 13,"[47, 43, 45, 35, 39]","[0.4707395028866631, 0.46640850834279995, 0.46617906718177465, 0.4654434551823355, 0.46534742322542827]",Mission: 2.0/7.0 - Counterfactual,"Mission: 2.0/7.0, Denial: 2.0/8.0, Risktol: 2.0/0.0 - Counterfactual","Mission: 4.0/7.0, Risktol: 2.0/0.0, Timeurg: 6.0/8.0 - Counterfactual","Mission: 2.0/7.0, Risktol: 8.0/0.0 - Counterfactual","Mission: 2.0/7.0, Risktol: 3.0/0.0, Timeurg: 2.0/8.0 - Counterfactual"
[45],12,[14 15 12 13 15],Case: 42 / Pred: 14,Case: 40 / Pred: 15,Case: 41 / Pred: 12,Case: 39 / Pred: 13,Case: 44 / Pred: 15,"[42, 40, 41, 39, 44]","[0.46910901812195815, 0.4673487863975569, 0.4672154747444781, 0.46711980708505946, 0.46617906718177465]","Denial: 3.0/8.0, Risktol: 3.0/2.0 - Counterfactual","Mission: 8.0/4.0, Denial: 3.0/8.0, Risktol: 3.0/2.0 - Counterfactual","Mission: 8.0/4.0, Risktol: 6.0/2.0 - Non-Counterfactual","Mission: 2.0/4.0, Risktol: 3.0/2.0, Timeurg: 2.0/6.0 - Counterfactual","Mission: 7.0/4.0, Risktol: 0.0/2.0, Timeurg: 8.0/6.0 - Counterfactual"
[46],14,[14 13 12 13 15],Case: 34 / Pred: 14,Case: 43 / Pred: 13,Case: 45 / Pred: 12,Case: 39 / Pred: 13,Case: 40 / Pred: 15,"[34, 43, 45, 39, 40]","[0.46816898528275724, 0.46816898528275724, 0.4658140100506602, 0.4647595156099261, 0.4647595156099261]","Mission: 8.0/6.0, Timeurg: 7.0/0.0 - Non-Counterfactual","Mission: 2.0/6.0, Timeurg: 8.0/0.0 - Counterfactual","Mission: 4.0/6.0, Denial: 8.0/2.0, Timeurg: 6.0/0.0 - Counterfactual","Mission: 2.0/6.0, Denial: 8.0/2.0, Risktol: 3.0/2.0, Timeurg: 2.0/0.0 - Counterfactual","Mission: 8.0/6.0, Denial: 3.0/2.0, Risktol: 3.0/2.0, Timeurg: 6.0/0.0 - Counterfactual"
[47],13,[15 13 13 13 12],Case: 44 / Pred: 15,Case: 43 / Pred: 13,Case: 35 / Pred: 13,Case: 39 / Pred: 13,Case: 45 / Pred: 12,"[44, 43, 35, 39, 45]","[0.4707395028866631, 0.4681722753331663, 0.4672108653575483, 0.46711519675410285, 0.46617906718177465]",Mission: 7.0/2.0 - Counterfactual,"Denial: 2.0/8.0, Risktol: 2.0/0.0 - Non-Counterfactual",Risktol: 8.0/0.0 - Non-Counterfactual,"Risktol: 3.0/0.0, Timeurg: 2.0/8.0 - Non-Counterfactual","Mission: 4.0/2.0, Risktol: 2.0/0.0, Timeurg: 6.0/8.0 - Counterfactual"
[48],15,[15 13 15 13 14],Case: 56 / Pred: 15,Case: 51 / Pred: 13,Case: 60 / Pred: 15,Case: 63 / Pred: 13,Case: 54 / Pred: 14,"[56, 51, 60, 63, 54]","[0.4699261447469857, 0.46816898528275724, 0.46816898528275724, 0.46816898528275724, 0.4673487863975569]",Timeurg: 8.0/2.0 - Non-Counterfactual,"Mission: 8.0/3.0, Timeurg: 8.0/2.0 - Counterfactual","Mission: 0.0/3.0, Timeurg: 8.0/2.0 - Non-Counterfactual","Mission: 7.0/3.0, Timeurg: 8.0/2.0 - Counterfactual","Mission: 2.0/3.0, Denial: 3.0/8.0, Risktol: 7.0/8.0 - Counterfactual"
[49],12,[14 15 15 14 12],Case: 58 / Pred: 14,Case: 48 / Pred: 15,Case: 56 / Pred: 15,Case: 54 / Pred: 14,Case: 57 / Pred: 12,"[58, 48, 56, 54, 57]","[0.4666253055242251, 0.46652951684330923, 0.46652951684330923, 0.4658140100506602, 0.4658140100506602]","Denial: 6.0/4.0, Risktol: 3.0/7.0 - Counterfactual","Denial: 8.0/4.0, Risktol: 8.0/7.0, Timeurg: 2.0/7.0 - Counterfactual","Denial: 8.0/4.0, Risktol: 8.0/7.0, Timeurg: 8.0/7.0 - Counterfactual","Mission: 2.0/3.0, Denial: 3.0/4.0, Timeurg: 2.0/7.0 - Counterfactual","Mission: 8.0/3.0, Denial: 7.0/4.0, Timeurg: 6.0/7.0 - Non-Counterfactual"
[50],14,[13 13 13 12 14],Case: 59 / Pred: 13,Case: 55 / Pred: 13,Case: 63 / Pred: 13,Case: 53 / Pred: 12,Case: 58 / Pred: 14,"[59, 55, 63, 53, 58]","[0.46969606658825586, 0.46711980708505946, 0.4660161623948598, 0.4658140100506602, 0.4658140100506602]","Mission: 2.0/7.0, Risktol: 2.0/3.0 - Counterfactual","Mission: 3.0/7.0, Risktol: 2.0/3.0, Timeurg: 2.0/8.0 - Counterfactual","Denial: 8.0/2.0, Risktol: 8.0/3.0 - Counterfactual","Mission: 3.0/7.0, Denial: 7.0/2.0, Timeurg: 4.0/8.0 - Counterfactual","Mission: 3.0/7.0, Denial: 6.0/2.0, Timeurg: 7.0/8.0 - Non-Counterfactual"
[51],13,[15 15 13 15 12],Case: 56 / Pred: 15,Case: 60 / Pred: 15,Case: 63 / Pred: 13,Case: 48 / Pred: 15,Case: 57 / Pred: 12,"[56, 60, 63, 48, 57]","[0.4707395028866631, 0.4707395028866631, 0.4707395028866631, 0.46816898528275724, 0.46652951684330923]",Mission: 3.0/8.0 - Counterfactual,Mission: 0.0/8.0 - Counterfactual,Mission: 7.0/8.0 - Non-Counterfactual,"Mission: 3.0/8.0, Timeurg: 2.0/8.0 - Counterfactual","Denial: 7.0/8.0, Risktol: 7.0/8.0, Timeurg: 6.0/8.0 - Counterfactual"
[52],15,[13 13 15 14 14],Case: 55 / Pred: 13,Case: 59 / Pred: 13,Case: 48 / Pred: 15,Case: 54 / Pred: 14,Case: 62 / Pred: 14,"[55, 59, 48, 54, 62]","[0.4683974516975649, 0.4675800195640902, 0.4661087519804898, 0.4660161623948598, 0.4658140100506602]","Mission: 3.0/2.0, Denial: 2.0/8.0 - Counterfactual","Denial: 2.0/8.0, Timeurg: 8.0/2.0 - Counterfactual","Mission: 3.0/2.0, Risktol: 8.0/2.0 - Non-Counterfactual","Denial: 3.0/8.0, Risktol: 7.0/2.0 - Counterfactual","Mission: 0.0/2.0, Denial: 3.0/8.0, Timeurg: 4.0/2.0 - Counterfactual"
[53],12,[14 14 13 14 15],Case: 58 / Pred: 14,Case: 62 / Pred: 14,Case: 55 / Pred: 13,Case: 50 / Pred: 14,Case: 52 / Pred: 15,"[58, 62, 55, 50, 52]","[0.4675800195640902, 0.4673487863975569, 0.46652951684330923, 0.4658140100506602, 0.4647595156099261]","Denial: 6.0/7.0, Timeurg: 7.0/4.0 - Counterfactual","Mission: 0.0/3.0, Denial: 3.0/7.0, Risktol: 2.0/3.0 - Counterfactual","Denial: 2.0/7.0, Risktol: 2.0/3.0, Timeurg: 2.0/4.0 - Counterfactual","Mission: 7.0/3.0, Denial: 2.0/7.0, Timeurg: 8.0/4.0 - Counterfactual","Mission: 2.0/3.0, Denial: 8.0/7.0, Risktol: 2.0/3.0, Timeurg: 2.0/4.0 - Counterfactual"
[54],14,[15 15 12 12 12],Case: 48 / Pred: 15,Case: 52 / Pred: 15,Case: 49 / Pred: 12,Case: 57 / Pred: 12,Case: 61 / Pred: 12,"[48, 52, 49, 57, 61]","[0.4673487863975569, 0.4660161623948598, 0.4658140100506602, 0.4658140100506602, 0.4658140100506602]","Mission: 3.0/2.0, Denial: 8.0/3.0, Risktol: 8.0/7.0 - Counterfactual","Denial: 8.0/3.0, Risktol: 2.0/7.0 - Counterfactual","Mission: 3.0/2.0, Denial: 4.0/3.0, Timeurg: 7.0/2.0 - Counterfactual","Mission: 8.0/2.0, Denial: 7.0/3.0, Timeurg: 6.0/2.0 - Counterfactual","Mission: 0.0/2.0, Denial: 6.0/3.0, Timeurg: 6.0/2.0 - Counterfactual"
[55],13,[15 13 14 12 14],Case: 52 / Pred: 15,Case: 59 / Pred: 13,Case: 50 / Pred: 14,Case: 53 / Pred: 12,Case: 58 / Pred: 14,"[52, 59, 50, 53, 58]","[0.4683974516975649, 0.46816898528275724, 0.46711980708505946, 0.46652951684330923, 0.46652951684330923]","Mission: 2.0/3.0, Denial: 8.0/2.0 - Counterfactual","Mission: 2.0/3.0, Timeurg: 8.0/2.0 - Non-Counterfactual","Mission: 7.0/3.0, Risktol: 3.0/2.0, Timeurg: 8.0/2.0 - Counterfactual","Denial: 7.0/2.0, Risktol: 3.0/2.0, Timeurg: 4.0/2.0 - Counterfactual","Denial: 6.0/2.0, Risktol: 3.0/2.0, Timeurg: 7.0/2.0 - Counterfactual"
[56],15,[13 15 13 15 12],Case: 51 / Pred: 13,Case: 60 / Pred: 15,Case: 63 / Pred: 13,Case: 48 / Pred: 15,Case: 49 / Pred: 12,"[51, 60, 63, 48, 49]","[0.4707395028866631, 0.4707395028866631, 0.4707395028866631, 0.4699261447469857, 0.46652951684330923]",Mission: 8.0/3.0 - Counterfactual,Mission: 0.0/3.0 - Non-Counterfactual,Mission: 7.0/3.0 - Counterfactual,Timeurg: 2.0/8.0 - Non-Counterfactual,"Denial: 4.0/8.0, Risktol: 7.0/8.0, Timeurg: 7.0/8.0 - Counterfactual"
[57],12,[12 13 12 14 15],Case: 61 / Pred: 12,Case: 51 / Pred: 13,Case: 49 / Pred: 12,Case: 54 / Pred: 14,Case: 48 / Pred: 15,"[61, 51, 49, 54, 48]","[0.4683974516975649, 0.46652951684330923, 0.4658140100506602, 0.4658140100506602, 0.4647595156099261]","Mission: 0.0/8.0, Denial: 6.0/7.0 - Non-Counterfactual","Denial: 8.0/7.0, Risktol: 8.0/7.0, Timeurg: 8.0/6.0 - Counterfactual","Mission: 3.0/8.0, Denial: 4.0/7.0, Timeurg: 7.0/6.0 - Non-Counterfactual","Mission: 2.0/8.0, Denial: 3.0/7.0, Timeurg: 2.0/6.0 - Counterfactual","Mission: 3.0/8.0, Denial: 8.0/7.0, Risktol: 8.0/7.0, Timeurg: 2.0/6.0 - Counterfactual"
[58],14,[12 12 13 14 15],Case: 53 / Pred: 12,Case: 49 / Pred: 12,Case: 55 / Pred: 13,Case: 50 / Pred: 14,Case: 52 / Pred: 15,"[53, 49, 55, 50, 52]","[0.4675800195640902, 0.4666253055242251, 0.46652951684330923, 0.4658140100506602, 0.4647595156099261]","Denial: 7.0/6.0, Timeurg: 4.0/7.0 - Counterfactual","Denial: 4.0/6.0, Risktol: 7.0/3.0 - Counterfactual","Denial: 2.0/6.0, Risktol: 2.0/3.0, Timeurg: 2.0/7.0 - Counterfactual","Mission: 7.0/3.0, Denial: 2.0/6.0, Timeurg: 8.0/7.0 - Non-Counterfactual","Mission: 2.0/3.0, Denial: 8.0/6.0, Risktol: 2.0/3.0, Timeurg: 2.0/7.0 - Counterfactual"
[59],13,[14 13 15 14 12],Case: 50 / Pred: 14,Case: 55 / Pred: 13,Case: 52 / Pred: 15,Case: 62 / Pred: 14,Case: 53 / Pred: 12,"[50, 55, 52, 62, 53]","[0.46969606658825586, 0.46816898528275724, 0.4675800195640902, 0.4658140100506602, 0.4647595156099261]","Mission: 7.0/2.0, Risktol: 3.0/2.0 - Counterfactual","Mission: 3.0/2.0, Timeurg: 2.0/8.0 - Non-Counterfactual","Denial: 8.0/2.0, Timeurg: 2.0/8.0 - Counterfactual","Mission: 0.0/2.0, Denial: 3.0/2.0, Timeurg: 4.0/8.0 - Counterfactual","Mission: 3.0/2.0, Denial: 7.0/2.0, Risktol: 3.0/2.0, Timeurg: 4.0/8.0 - Counterfactual"
[60],15,[13 15 13 15 12],Case: 51 / Pred: 13,Case: 56 / Pred: 15,Case: 63 / Pred: 13,Case: 48 / Pred: 15,Case: 61 / Pred: 12,"[51, 56, 63, 48, 61]","[0.4707395028866631, 0.4707395028866631, 0.4707395028866631, 0.46816898528275724, 0.46652951684330923]",Mission: 8.0/0.0 - Counterfactual,Mission: 3.0/0.0 - Non-Counterfactual,Mission: 7.0/0.0 - Counterfactual,"Mission: 3.0/0.0, Timeurg: 2.0/8.0 - Non-Counterfactual","Denial: 6.0/8.0, Risktol: 7.0/8.0, Timeurg: 6.0/8.0 - Counterfactual"
[61],12,[12 15 12 14 15],Case: 57 / Pred: 12,Case: 60 / Pred: 15,Case: 49 / Pred: 12,Case: 54 / Pred: 14,Case: 48 / Pred: 15,"[57, 60, 49, 54, 48]","[0.4683974516975649, 0.46652951684330923, 0.4658140100506602, 0.4658140100506602, 0.4647595156099261]","Mission: 8.0/0.0, Denial: 7.0/6.0 - Non-Counterfactual","Denial: 8.0/6.0, Risktol: 8.0/7.0, Timeurg: 8.0/6.0 - Counterfactual","Mission: 3.0/0.0, Denial: 4.0/6.0, Timeurg: 7.0/6.0 - Non-Counterfactual","Mission: 2.0/0.0, Denial: 3.0/6.0, Timeurg: 2.0/6.0 - Counterfactual","Mission: 3.0/0.0, Denial: 8.0/6.0, Risktol: 8.0/7.0, Timeurg: 2.0/6.0 - Counterfactual"
[62],14,[12 15 13 13 14],Case: 53 / Pred: 12,Case: 52 / Pred: 15,Case: 55 / Pred: 13,Case: 59 / Pred: 13,Case: 50 / Pred: 14,"[53, 52, 55, 59, 50]","[0.4673487863975569, 0.4658140100506602, 0.4658140100506602, 0.4658140100506602, 0.4647595156099261]","Mission: 3.0/0.0, Denial: 7.0/3.0, Risktol: 3.0/2.0 - Counterfactual","Mission: 2.0/0.0, Denial: 8.0/3.0, Timeurg: 2.0/4.0 - Counterfactual","Mission: 3.0/0.0, Denial: 2.0/3.0, Timeurg: 2.0/4.0 - Counterfactual","Mission: 2.0/0.0, Denial: 2.0/3.0, Timeurg: 8.0/4.0 - Counterfactual","Mission: 7.0/0.0, Denial: 2.0/3.0, Risktol: 3.0/2.0, Timeurg: 8.0/4.0 - Non-Counterfactual"
[63],13,[13 15 15 15 14],Case: 51 / Pred: 13,Case: 56 / Pred: 15,Case: 60 / Pred: 15,Case: 48 / Pred: 15,Case: 50 / Pred: 14,"[51, 56, 60, 48, 50]","[0.4707395028866631, 0.4707395028866631, 0.4707395028866631, 0.46816898528275724, 0.4660161623948598]",Mission: 8.0/7.0 - Non-Counterfactual,Mission: 3.0/7.0 - Counterfactual,Mission: 0.0/7.0 - Counterfactual,"Mission: 3.0/7.0, Timeurg: 2.0/8.0 - Counterfactual","Denial: 2.0/8.0, Risktol: 3.0/8.0 - Counterfactual"
[64],15,[13 14 15 13 12],Case: 67 / Pred: 13,Case: 74 / Pred: 14,Case: 68 / Pred: 15,Case: 71 / Pred: 13,Case: 69 / Pred: 12,"[67, 74, 68, 71, 69]","[0.46652951684330923, 0.46652951684330923, 0.4660161623948598, 0.4660161623948598, 0.4658140100506602]","Denial: 8.0/7.0, Risktol: 8.0/7.0, Timeurg: 8.0/2.0 - Counterfactual","Denial: 8.0/7.0, Risktol: 6.0/7.0, Timeurg: 8.0/2.0 - Counterfactual","Denial: 2.0/7.0, Risktol: 2.0/7.0 - Non-Counterfactual","Denial: 2.0/7.0, Risktol: 2.0/7.0 - Counterfactual","Mission: 6.0/8.0, Denial: 3.0/7.0, Timeurg: 3.0/2.0 - Counterfactual"
[65],12,[12 14 12 14 15],Case: 69 / Pred: 12,Case: 70 / Pred: 14,Case: 73 / Pred: 12,Case: 74 / Pred: 14,Case: 72 / Pred: 15,"[69, 70, 73, 74, 72]","[0.46711980708505946, 0.46640850834279995, 0.4658140100506602, 0.4658140100506602, 0.46558758423452185]","Mission: 6.0/2.0, Risktol: 7.0/6.0, Timeurg: 3.0/7.0 - Non-Counterfactual","Mission: 4.0/2.0, Denial: 8.0/3.0, Risktol: 8.0/6.0 - Counterfactual","Mission: 3.0/2.0, Denial: 6.0/3.0, Timeurg: 3.0/7.0 - Non-Counterfactual","Mission: 8.0/2.0, Denial: 8.0/3.0, Timeurg: 8.0/7.0 - Counterfactual","Denial: 2.0/3.0, Risktol: 4.0/6.0, Timeurg: 2.0/7.0 - Counterfactual"
[66],14,[15 13 12 15 13],Case: 72 / Pred: 15,Case: 75 / Pred: 13,Case: 77 / Pred: 12,Case: 68 / Pred: 15,Case: 71 / Pred: 13,"[72, 75, 77, 68, 71]","[0.4688808984243883, 0.4673487863975569, 0.4673487863975569, 0.46711980708505946, 0.46711980708505946]","Risktol: 4.0/3.0, Timeurg: 2.0/8.0 - Counterfactual","Mission: 3.0/2.0, Denial: 4.0/2.0, Risktol: 2.0/3.0 - Counterfactual","Mission: 0.0/2.0, Denial: 4.0/2.0, Risktol: 4.0/3.0 - Counterfactual","Mission: 8.0/2.0, Risktol: 2.0/3.0, Timeurg: 2.0/8.0 - Counterfactual","Mission: 8.0/2.0, Risktol: 2.0/3.0, Timeurg: 2.0/8.0 - Counterfactual"
[67],13,[15 13 14 14 15],Case: 76 / Pred: 15,Case: 79 / Pred: 13,Case: 74 / Pred: 14,Case: 70 / Pred: 14,Case: 64 / Pred: 15,"[76, 79, 74, 70, 64]","[0.4707395028866631, 0.4707395028866631, 0.47051544736793083, 0.46816898528275724, 0.46652951684330923]",Mission: 0.0/8.0 - Counterfactual,Mission: 7.0/8.0 - Non-Counterfactual,Risktol: 6.0/8.0 - Counterfactual,"Mission: 4.0/8.0, Timeurg: 7.0/8.0 - Counterfactual","Denial: 7.0/8.0, Risktol: 7.0/8.0, Timeurg: 2.0/8.0 - Counterfactual"
[68],15,[13 15 14 15 13],Case: 71 / Pred: 13,Case: 72 / Pred: 15,Case: 66 / Pred: 14,Case: 64 / Pred: 15,Case: 75 / Pred: 13,"[71, 72, 66, 64, 75]","[0.47248710280182366, 0.46876049692328564, 0.46711980708505946, 0.4660161623948598, 0.4658140100506602]", - Counterfactual,"Mission: 2.0/8.0, Risktol: 4.0/2.0 - Non-Counterfactual","Mission: 2.0/8.0, Risktol: 3.0/2.0, Timeurg: 8.0/2.0 - Counterfactual","Denial: 7.0/2.0, Risktol: 7.0/2.0 - Non-Counterfactual","Mission: 3.0/8.0, Denial: 4.0/2.0, Timeurg: 8.0/2.0 - Counterfactual"
[69],12,[12 12 15 13 14],Case: 73 / Pred: 12,Case: 65 / Pred: 12,Case: 64 / Pred: 15,Case: 67 / Pred: 13,Case: 70 / Pred: 14,"[73, 65, 64, 67, 70]","[0.4673487863975569, 0.46711980708505946, 0.4658140100506602, 0.4647595156099261, 0.4647595156099261]","Mission: 3.0/6.0, Denial: 6.0/3.0, Risktol: 6.0/7.0 - Non-Counterfactual","Mission: 2.0/6.0, Risktol: 6.0/7.0, Timeurg: 7.0/3.0 - Non-Counterfactual","Mission: 8.0/6.0, Denial: 7.0/3.0, Timeurg: 2.0/3.0 - Counterfactual","Mission: 8.0/6.0, Denial: 8.0/3.0, Risktol: 8.0/7.0, Timeurg: 8.0/3.0 - Counterfactual","Mission: 4.0/6.0, Denial: 8.0/3.0, Risktol: 8.0/7.0, Timeurg: 7.0/3.0 - Counterfactual"
[70],14,[13 15 13 12 14],Case: 67 / Pred: 13,Case: 76 / Pred: 15,Case: 79 / Pred: 13,Case: 65 / Pred: 12,Case: 74 / Pred: 14,"[67, 76, 79, 65, 74]","[0.46816898528275724, 0.46816898528275724, 0.46816898528275724, 0.46640850834279995, 0.46617906718177465]","Mission: 8.0/4.0, Timeurg: 8.0/7.0 - Counterfactual","Mission: 0.0/4.0, Timeurg: 8.0/7.0 - Counterfactual","Mission: 7.0/4.0, Timeurg: 8.0/7.0 - Counterfactual","Mission: 2.0/4.0, Denial: 3.0/8.0, Risktol: 6.0/8.0 - Counterfactual","Mission: 8.0/4.0, Risktol: 6.0/8.0, Timeurg: 8.0/7.0 - Non-Counterfactual"
[71],13,[15 15 14 15 13],Case: 68 / Pred: 15,Case: 72 / Pred: 15,Case: 66 / Pred: 14,Case: 64 / Pred: 15,Case: 75 / Pred: 13,"[68, 72, 66, 64, 75]","[0.47248710280182366, 0.46876049692328564, 0.46711980708505946, 0.4660161623948598, 0.4658140100506602]", - Counterfactual,"Mission: 2.0/8.0, Risktol: 4.0/2.0 - Counterfactual","Mission: 2.0/8.0, Risktol: 3.0/2.0, Timeurg: 8.0/2.0 - Counterfactual","Denial: 7.0/2.0, Risktol: 7.0/2.0 - Counterfactual","Mission: 3.0/8.0, Denial: 4.0/2.0, Timeurg: 8.0/2.0 - Non-Counterfactual"
[72],15,[14 15 13 12 12],Case: 66 / Pred: 14,Case: 68 / Pred: 15,Case: 71 / Pred: 13,Case: 77 / Pred: 12,Case: 65 / Pred: 12,"[66, 68, 71, 77, 65]","[0.4688808984243883, 0.46876049692328564, 0.46876049692328564, 0.4658140100506602, 0.46558758423452185]","Risktol: 3.0/4.0, Timeurg: 8.0/2.0 - Counterfactual","Mission: 8.0/2.0, Risktol: 2.0/4.0 - Non-Counterfactual","Mission: 8.0/2.0, Risktol: 2.0/4.0 - Counterfactual","Mission: 0.0/2.0, Denial: 4.0/2.0, Timeurg: 8.0/2.0 - Counterfactual","Denial: 3.0/2.0, Risktol: 6.0/4.0, Timeurg: 7.0/2.0 - Counterfactual"
[73],12,[12 12 14 15 13],Case: 69 / Pred: 12,Case: 65 / Pred: 12,Case: 74 / Pred: 14,Case: 64 / Pred: 15,Case: 75 / Pred: 13,"[69, 65, 74, 64, 75]","[0.4673487863975569, 0.4658140100506602, 0.4658140100506602, 0.4647595156099261, 0.4640319977741625]","Mission: 6.0/3.0, Denial: 3.0/6.0, Risktol: 7.0/6.0 - Non-Counterfactual","Mission: 2.0/3.0, Denial: 3.0/6.0, Timeurg: 7.0/3.0 - Non-Counterfactual","Mission: 8.0/3.0, Denial: 8.0/6.0, Timeurg: 8.0/3.0 - Counterfactual","Mission: 8.0/3.0, Denial: 7.0/6.0, Risktol: 7.0/6.0, Timeurg: 2.0/3.0 - Counterfactual","Denial: 4.0/6.0, Risktol: 2.0/6.0, Timeurg: 8.0/3.0 - Counterfactual"
