Case,Actual Outcome,Actual Outcome of 5 Most Similar Cases,Similarity#1,Similarity#2,Similarity#3,Similarity#4,Similarity#5,Top 5 Most Similar Case Index,Similarity Score,Diff_Attributes: Most Similar Variation 1,Diff_Attributes: Most Similar Variation 2,Diff_Attributes: Most Similar Variation 3,Diff_Attributes: Most Similar Variation 4,Diff_Attributes: Most Similar Variation 5
129,8,[8 8 8 8 8],Case: 130 / Pred: 8,Case: 142 / Pred: 8,Case: 138 / Pred: 8,Case: 128 / Pred: 8,Case: 132 / Pred: 8,"[130, 142, 138, 128, 132]","[0.3396799854367662, 0.33920314355080317, 0.33898222101264736, 0.3387842984711883, 0.3387842984711883]","Denial: 3.0/2.0, Timeurg: 7.0/4.0 - Non-Counterfactual","Mission: 4.0/7.0, Risktol: 2.0/4.0, Timeurg: 2.0/4.0 - Non-Counterfactual","Denial: 3.0/2.0, Risktol: 7.0/4.0, Timeurg: 8.0/4.0 - Non-Counterfactual","Mission: 8.0/7.0, Denial: 7.0/2.0, Risktol: 2.0/4.0, Timeurg: 2.0/4.0 - Non-Counterfactual","Mission: 2.0/7.0, Denial: 3.0/2.0, Risktol: 8.0/4.0, Timeurg: 3.0/4.0 - Non-Counterfactual"
130,8,[8 8 8 8 8],Case: 133 / Pred: 8,Case: 129 / Pred: 8,Case: 138 / Pred: 8,Case: 132 / Pred: 8,Case: 134 / Pred: 8,"[133, 129, 138, 132, 134]","[0.3401110392573743, 0.3396799854367662, 0.33940082184166687, 0.33920314355080317, 0.33920314355080317]","Mission: 4.0/7.0, Risktol: 2.0/4.0 - Non-Counterfactual","Denial: 2.0/3.0, Timeurg: 4.0/7.0 - Non-Counterfactual","Risktol: 7.0/4.0, Timeurg: 8.0/7.0 - Non-Counterfactual","Mission: 2.0/7.0, Risktol: 8.0/4.0, Timeurg: 3.0/7.0 - Non-Counterfactual","Mission: 2.0/7.0, Risktol: 7.0/4.0, Timeurg: 2.0/7.0 - Non-Counterfactual"
131,3,[3 3 3 3 3],Case: 135 / Pred: 3,Case: 143 / Pred: 3,Case: 139 / Pred: 3,Case: 219 / Pred: 3,Case: 211 / Pred: 3,"[135, 143, 139, 219, 211]","[0.3396799854367662, 0.33920314355080317, 0.3387842984711883, 0.32900866605252516, 0.3287204400370309]","Denial: 3.0/2.0, Timeurg: 2.0/7.0 - Non-Counterfactual","Mission: 0.0/2.0, Risktol: 7.0/2.0, Timeurg: 2.0/7.0 - Non-Counterfactual","Mission: 8.0/2.0, Denial: 7.0/2.0, Risktol: 8.0/2.0, Timeurg: 8.0/7.0 - Non-Counterfactual","Prompt: 9.0/14.0, Mission: 8.0/2.0, Denial: 3.0/2.0, Timeurg: 3.0/7.0 - Non-Counterfactual","Prompt: 9.0/14.0, Mission: 6.0/2.0, Risktol: 3.0/2.0, Timeurg: 3.0/7.0 - Non-Counterfactual"
132,8,[8 8 8 8 8],Case: 141 / Pred: 8,Case: 134 / Pred: 8,Case: 130 / Pred: 8,Case: 133 / Pred: 8,Case: 136 / Pred: 8,"[141, 134, 130, 133, 136]","[0.33969331362362665, 0.33940082184166687, 0.33920314355080317, 0.33920314355080317, 0.33920314355080317]","Mission: 6.0/2.0, Denial: 7.0/3.0, Risktol: 3.0/8.0 - Non-Counterfactual","Risktol: 7.0/8.0, Timeurg: 2.0/3.0 - Non-Counterfactual","Mission: 7.0/2.0, Risktol: 4.0/8.0, Timeurg: 7.0/3.0 - Non-Counterfactual","Mission: 4.0/2.0, Risktol: 2.0/8.0, Timeurg: 7.0/3.0 - Non-Counterfactual","Mission: 6.0/2.0, Risktol: 3.0/8.0, Timeurg: 8.0/3.0 - Non-Counterfactual"
133,8,[8 8 8 8 8],Case: 130 / Pred: 8,Case: 140 / Pred: 8,Case: 142 / Pred: 8,Case: 128 / Pred: 8,Case: 132 / Pred: 8,"[130, 140, 142, 128, 132]","[0.3401110392573743, 0.3399004544545376, 0.3396799854367662, 0.3394824697009694, 0.33920314355080317]","Mission: 7.0/4.0, Risktol: 4.0/2.0 - Non-Counterfactual","Mission: 6.0/4.0, Timeurg: 2.0/7.0 - Non-Counterfactual","Denial: 2.0/3.0, Timeurg: 2.0/7.0 - Non-Counterfactual","Mission: 8.0/4.0, Denial: 7.0/3.0, Timeurg: 2.0/7.0 - Non-Counterfactual","Mission: 2.0/4.0, Risktol: 8.0/2.0, Timeurg: 3.0/7.0 - Non-Counterfactual"
134,8,[8 8 8 8 8],Case: 140 / Pred: 8,Case: 138 / Pred: 8,Case: 128 / Pred: 8,Case: 142 / Pred: 8,Case: 132 / Pred: 8,"[140, 138, 128, 142, 132]","[0.3401110392573743, 0.3399004544545376, 0.33969331362362665, 0.33969331362362665, 0.33940082184166687]","Mission: 6.0/2.0, Risktol: 2.0/7.0 - Non-Counterfactual","Mission: 7.0/2.0, Timeurg: 8.0/2.0 - Non-Counterfactual","Mission: 8.0/2.0, Denial: 7.0/3.0, Risktol: 2.0/7.0 - Non-Counterfactual","Mission: 4.0/2.0, Denial: 2.0/3.0, Risktol: 2.0/7.0 - Non-Counterfactual","Risktol: 8.0/7.0, Timeurg: 3.0/2.0 - Non-Counterfactual"
135,3,[3 3 3 3 3],Case: 143 / Pred: 3,Case: 131 / Pred: 3,Case: 139 / Pred: 3,Case: 223 / Pred: 3,Case: 219 / Pred: 3,"[143, 131, 139, 223, 219]","[0.33969331362362665, 0.3396799854367662, 0.3387842984711883, 0.32965720700164225, 0.32943993996143456]","Mission: 0.0/2.0, Denial: 2.0/3.0, Risktol: 7.0/2.0 - Non-Counterfactual","Denial: 2.0/3.0, Timeurg: 7.0/2.0 - Non-Counterfactual","Mission: 8.0/2.0, Denial: 7.0/3.0, Risktol: 8.0/2.0, Timeurg: 8.0/2.0 - Non-Counterfactual","Prompt: 9.0/14.0, Mission: 0.0/2.0, Risktol: 3.0/2.0 - Non-Counterfactual","Prompt: 9.0/14.0, Mission: 8.0/2.0, Timeurg: 3.0/2.0 - Non-Counterfactual"
136,8,[8 8 8 8 8],Case: 137 / Pred: 8,Case: 138 / Pred: 8,Case: 141 / Pred: 8,Case: 140 / Pred: 8,Case: 130 / Pred: 8,"[137, 138, 141, 140, 130]","[0.3403081901700035, 0.3401110392573743, 0.3396799854367662, 0.33940082184166687, 0.33920314355080317]",Risktol: 6.0/3.0 - Non-Counterfactual,"Mission: 7.0/6.0, Risktol: 7.0/3.0 - Non-Counterfactual","Denial: 7.0/3.0, Timeurg: 3.0/8.0 - Non-Counterfactual","Risktol: 2.0/3.0, Timeurg: 2.0/8.0 - Non-Counterfactual","Mission: 7.0/6.0, Risktol: 4.0/3.0, Timeurg: 7.0/8.0 - Non-Counterfactual"
137,8,[8 8 8 8 8],Case: 136 / Pred: 8,Case: 138 / Pred: 8,Case: 140 / Pred: 8,Case: 130 / Pred: 8,Case: 132 / Pred: 8,"[136, 138, 140, 130, 132]","[0.3403081901700035, 0.3401110392573743, 0.33940082184166687, 0.33920314355080317, 0.33920314355080317]",Risktol: 3.0/6.0 - Non-Counterfactual,"Mission: 7.0/6.0, Risktol: 7.0/6.0 - Non-Counterfactual","Risktol: 2.0/6.0, Timeurg: 2.0/8.0 - Non-Counterfactual","Mission: 7.0/6.0, Risktol: 4.0/6.0, Timeurg: 7.0/8.0 - Non-Counterfactual","Mission: 2.0/6.0, Risktol: 8.0/6.0, Timeurg: 3.0/8.0 - Non-Counterfactual"
138,8,[8 8 8 8 8],Case: 136 / Pred: 8,Case: 137 / Pred: 8,Case: 134 / Pred: 8,Case: 130 / Pred: 8,Case: 132 / Pred: 8,"[136, 137, 134, 130, 132]","[0.3401110392573743, 0.3401110392573743, 0.3399004544545376, 0.33940082184166687, 0.33920314355080317]","Mission: 6.0/7.0, Risktol: 3.0/7.0 - Non-Counterfactual","Mission: 6.0/7.0, Risktol: 6.0/7.0 - Non-Counterfactual","Mission: 2.0/7.0, Timeurg: 2.0/8.0 - Non-Counterfactual","Risktol: 4.0/7.0, Timeurg: 7.0/8.0 - Non-Counterfactual","Mission: 2.0/7.0, Risktol: 8.0/7.0, Timeurg: 3.0/8.0 - Non-Counterfactual"
139,3,[3 3 3 3 3],Case: 131 / Pred: 3,Case: 135 / Pred: 3,Case: 143 / Pred: 3,Case: 219 / Pred: 3,Case: 211 / Pred: 3,"[131, 135, 143, 219, 211]","[0.3387842984711883, 0.3387842984711883, 0.3387842984711883, 0.3284924675940983, 0.32828822091876464]","Mission: 2.0/8.0, Denial: 2.0/7.0, Risktol: 2.0/8.0, Timeurg: 7.0/8.0 - Non-Counterfactual","Mission: 2.0/8.0, Denial: 3.0/7.0, Risktol: 2.0/8.0, Timeurg: 2.0/8.0 - Non-Counterfactual","Mission: 0.0/8.0, Denial: 2.0/7.0, Risktol: 7.0/8.0, Timeurg: 2.0/8.0 - Non-Counterfactual","Prompt: 9.0/14.0, Denial: 3.0/7.0, Risktol: 2.0/8.0, Timeurg: 3.0/8.0 - Non-Counterfactual","Prompt: 9.0/14.0, Mission: 6.0/8.0, Denial: 2.0/7.0, Risktol: 3.0/8.0, Timeurg: 3.0/8.0 - Non-Counterfactual"
140,8,[8 8 8 8 8],Case: 128 / Pred: 8,Case: 142 / Pred: 8,Case: 134 / Pred: 8,Case: 133 / Pred: 8,Case: 136 / Pred: 8,"[128, 142, 134, 133, 136]","[0.34038962038266385, 0.34038962038266385, 0.3401110392573743, 0.3399004544545376, 0.33940082184166687]","Mission: 8.0/6.0, Denial: 7.0/3.0 - Non-Counterfactual","Mission: 4.0/6.0, Denial: 2.0/3.0 - Non-Counterfactual","Mission: 2.0/6.0, Risktol: 7.0/2.0 - Non-Counterfactual","Mission: 4.0/6.0, Timeurg: 7.0/2.0 - Non-Counterfactual","Risktol: 3.0/2.0, Timeurg: 8.0/2.0 - Non-Counterfactual"
141,8,[8 8 8 8 8],Case: 132 / Pred: 8,Case: 136 / Pred: 8,Case: 128 / Pred: 8,Case: 137 / Pred: 8,Case: 140 / Pred: 8,"[132, 136, 128, 137, 140]","[0.33969331362362665, 0.3396799854367662, 0.33920314355080317, 0.33898222101264736, 0.33898222101264736]","Mission: 2.0/6.0, Denial: 3.0/7.0, Risktol: 8.0/3.0 - Non-Counterfactual","Denial: 3.0/7.0, Timeurg: 8.0/3.0 - Non-Counterfactual","Mission: 8.0/6.0, Risktol: 2.0/3.0, Timeurg: 2.0/3.0 - Non-Counterfactual","Denial: 3.0/7.0, Risktol: 6.0/3.0, Timeurg: 8.0/3.0 - Non-Counterfactual","Denial: 3.0/7.0, Risktol: 2.0/3.0, Timeurg: 2.0/3.0 - Non-Counterfactual"
142,8,[8 8 8 8 8],Case: 128 / Pred: 8,Case: 140 / Pred: 8,Case: 134 / Pred: 8,Case: 133 / Pred: 8,Case: 129 / Pred: 8,"[128, 140, 134, 133, 129]","[0.34038962038266385, 0.34038962038266385, 0.33969331362362665, 0.3396799854367662, 0.33920314355080317]","Mission: 8.0/4.0, Denial: 7.0/2.0 - Non-Counterfactual","Mission: 6.0/4.0, Denial: 3.0/2.0 - Non-Counterfactual","Mission: 2.0/4.0, Denial: 3.0/2.0, Risktol: 7.0/2.0 - Non-Counterfactual","Denial: 3.0/2.0, Timeurg: 7.0/2.0 - Non-Counterfactual","Mission: 7.0/4.0, Risktol: 4.0/2.0, Timeurg: 4.0/2.0 - Non-Counterfactual"
143,3,[3 3 3 3 3],Case: 135 / Pred: 3,Case: 131 / Pred: 3,Case: 139 / Pred: 3,Case: 215 / Pred: 3,Case: 223 / Pred: 3,"[135, 131, 139, 215, 223]","[0.33969331362362665, 0.33920314355080317, 0.3387842984711883, 0.32943993996143456, 0.3294298828218899]","Mission: 2.0/0.0, Denial: 3.0/2.0, Risktol: 2.0/7.0 - Non-Counterfactual","Mission: 2.0/0.0, Risktol: 2.0/7.0, Timeurg: 7.0/2.0 - Non-Counterfactual","Mission: 8.0/0.0, Denial: 7.0/2.0, Risktol: 8.0/7.0, Timeurg: 8.0/2.0 - Non-Counterfactual","Prompt: 9.0/14.0, Mission: 3.0/0.0, Timeurg: 3.0/2.0 - Non-Counterfactual","Prompt: 9.0/14.0, Denial: 3.0/2.0, Risktol: 3.0/7.0 - Non-Counterfactual"
144,8,[8 8 8 8 8],Case: 158 / Pred: 8,Case: 154 / Pred: 8,Case: 156 / Pred: 8,Case: 150 / Pred: 8,Case: 145 / Pred: 8,"[158, 154, 156, 150, 145]","[0.3399004544545376, 0.33969331362362665, 0.3396799854367662, 0.3394824697009694, 0.33920314355080317]","Mission: 0.0/8.0, Timeurg: 2.0/7.0 - Non-Counterfactual","Mission: 6.0/8.0, Denial: 3.0/2.0, Risktol: 7.0/2.0 - Non-Counterfactual","Denial: 3.0/2.0, Timeurg: 2.0/7.0 - Non-Counterfactual","Mission: 4.0/8.0, Denial: 3.0/2.0, Timeurg: 2.0/7.0 - Non-Counterfactual","Mission: 2.0/8.0, Risktol: 3.0/2.0, Timeurg: 2.0/7.0 - Non-Counterfactual"
145,8,[8 8 8 8 8],Case: 158 / Pred: 8,Case: 150 / Pred: 8,Case: 156 / Pred: 8,Case: 148 / Pred: 8,Case: 149 / Pred: 8,"[158, 150, 156, 148, 149]","[0.3401110392573743, 0.33969331362362665, 0.33969331362362665, 0.3394824697009694, 0.3394824697009694]","Mission: 0.0/2.0, Risktol: 2.0/3.0 - Non-Counterfactual","Mission: 4.0/2.0, Denial: 3.0/2.0, Risktol: 2.0/3.0 - Non-Counterfactual","Mission: 8.0/2.0, Denial: 3.0/2.0, Risktol: 2.0/3.0 - Non-Counterfactual","Mission: 7.0/2.0, Denial: 3.0/2.0, Timeurg: 3.0/2.0 - Non-Counterfactual","Mission: 4.0/2.0, Denial: 3.0/2.0, Timeurg: 4.0/2.0 - Non-Counterfactual"
146,8,[8 8 8 8 8],Case: 153 / Pred: 8,Case: 152 / Pred: 8,Case: 144 / Pred: 8,Case: 145 / Pred: 8,Case: 158 / Pred: 8,"[153, 152, 144, 145, 158]","[0.33989070683478784, 0.33969331362362665, 0.33920314355080317, 0.33920314355080317, 0.33920314355080317]","Denial: 3.0/2.0, Risktol: 3.0/6.0 - Non-Counterfactual","Mission: 8.0/7.0, Denial: 7.0/2.0, Risktol: 8.0/6.0 - Non-Counterfactual","Mission: 8.0/7.0, Risktol: 2.0/6.0, Timeurg: 7.0/8.0 - Non-Counterfactual","Mission: 2.0/7.0, Risktol: 3.0/6.0, Timeurg: 2.0/8.0 - Non-Counterfactual","Mission: 0.0/7.0, Risktol: 2.0/6.0, Timeurg: 2.0/8.0 - Non-Counterfactual"
147,3,[3 3 3 1 1],Case: 159 / Pred: 3,Case: 151 / Pred: 3,Case: 155 / Pred: 3,Case: 175 / Pred: 1,Case: 163 / Pred: 1,"[159, 151, 155, 175, 163]","[0.3401110392573743, 0.3394824697009694, 0.3394824697009694, 0.32671770513888526, 0.3257724856724938]","Mission: 4.0/2.0, Risktol: 2.0/3.0 - Non-Counterfactual","Mission: 7.0/2.0, Denial: 3.0/2.0, Timeurg: 4.0/2.0 - Non-Counterfactual","Mission: 8.0/2.0, Denial: 3.0/2.0, Timeurg: 4.0/2.0 - Non-Counterfactual","Prompt: 16.0/15.0, Age: 40.0/36.0, Rank: 0.0/1.0, Location: 3.0/0.0, Mission: 4.0/2.0, Risktol: 6.0/3.0 - Counterfactual","Prompt: 16.0/15.0, Age: 40.0/36.0, Rank: 0.0/1.0, Location: 3.0/0.0, Mission: 7.0/2.0, Risktol: 2.0/3.0, Timeurg: 8.0/2.0 - Counterfactual"
148,8,[8 8 8 8 8],Case: 157 / Pred: 8,Case: 153 / Pred: 8,Case: 149 / Pred: 8,Case: 145 / Pred: 8,Case: 150 / Pred: 8,"[157, 153, 149, 145, 150]","[0.3410032413928608, 0.34009772744088324, 0.3399004544545376, 0.3394824697009694, 0.33920314355080317]", - Non-Counterfactual,Timeurg: 8.0/3.0 - Non-Counterfactual,"Mission: 4.0/7.0, Timeurg: 4.0/3.0 - Non-Counterfactual","Mission: 2.0/7.0, Denial: 2.0/3.0, Timeurg: 2.0/3.0 - Non-Counterfactual","Mission: 4.0/7.0, Risktol: 2.0/3.0, Timeurg: 2.0/3.0 - Non-Counterfactual"
149,8,[8 8 8 8 8],Case: 148 / Pred: 8,Case: 153 / Pred: 8,Case: 157 / Pred: 8,Case: 145 / Pred: 8,Case: 150 / Pred: 8,"[148, 153, 157, 145, 150]","[0.3399004544545376, 0.3399004544545376, 0.3399004544545376, 0.3394824697009694, 0.33940082184166687]","Mission: 7.0/4.0, Timeurg: 3.0/4.0 - Non-Counterfactual","Mission: 7.0/4.0, Timeurg: 8.0/4.0 - Non-Counterfactual","Mission: 7.0/4.0, Timeurg: 3.0/4.0 - Non-Counterfactual","Mission: 2.0/4.0, Denial: 2.0/3.0, Timeurg: 2.0/4.0 - Non-Counterfactual","Risktol: 2.0/3.0, Timeurg: 2.0/4.0 - Non-Counterfactual"
150,8,[8 8 8 8 8],Case: 156 / Pred: 8,Case: 158 / Pred: 8,Case: 145 / Pred: 8,Case: 144 / Pred: 8,Case: 149 / Pred: 8,"[156, 158, 145, 144, 149]","[0.34080649255609197, 0.34038962038266385, 0.33969331362362665, 0.3394824697009694, 0.33940082184166687]",Mission: 8.0/4.0 - Non-Counterfactual,"Mission: 0.0/4.0, Denial: 2.0/3.0 - Non-Counterfactual","Mission: 2.0/4.0, Denial: 2.0/3.0, Risktol: 3.0/2.0 - Non-Counterfactual","Mission: 8.0/4.0, Denial: 2.0/3.0, Timeurg: 7.0/2.0 - Non-Counterfactual","Risktol: 3.0/2.0, Timeurg: 4.0/2.0 - Non-Counterfactual"
151,3,[3 3 3 1 1],Case: 155 / Pred: 3,Case: 147 / Pred: 3,Case: 159 / Pred: 3,Case: 167 / Pred: 1,Case: 163 / Pred: 1,"[155, 147, 159, 167, 163]","[0.34080649255609197, 0.3394824697009694, 0.3387842984711883, 0.32671770513888526, 0.3255424488283451]",Mission: 8.0/7.0 - Non-Counterfactual,"Mission: 2.0/7.0, Denial: 2.0/3.0, Timeurg: 2.0/4.0 - Non-Counterfactual","Mission: 4.0/7.0, Denial: 2.0/3.0, Risktol: 2.0/3.0, Timeurg: 2.0/4.0 - Non-Counterfactual","Prompt: 16.0/15.0, Age: 40.0/36.0, Rank: 0.0/1.0, Location: 3.0/0.0, Mission: 4.0/7.0, Risktol: 6.0/3.0 - Counterfactual","Prompt: 16.0/15.0, Age: 40.0/36.0, Rank: 0.0/1.0, Location: 3.0/0.0, Denial: 2.0/3.0, Risktol: 2.0/3.0, Timeurg: 8.0/4.0 - Counterfactual"
152,8,[8 8 8 8 8],Case: 146 / Pred: 8,Case: 153 / Pred: 8,Case: 144 / Pred: 8,Case: 156 / Pred: 8,Case: 145 / Pred: 8,"[146, 153, 144, 156, 145]","[0.33969331362362665, 0.33969331362362665, 0.33898222101264736, 0.33898222101264736, 0.3387842984711883]","Mission: 7.0/8.0, Denial: 2.0/7.0, Risktol: 6.0/8.0 - Non-Counterfactual","Mission: 7.0/8.0, Denial: 3.0/7.0, Risktol: 3.0/8.0 - Non-Counterfactual","Denial: 2.0/7.0, Risktol: 2.0/8.0, Timeurg: 7.0/8.0 - Non-Counterfactual","Denial: 3.0/7.0, Risktol: 2.0/8.0, Timeurg: 2.0/8.0 - Non-Counterfactual","Mission: 2.0/8.0, Denial: 2.0/7.0, Risktol: 3.0/8.0, Timeurg: 2.0/8.0 - Non-Counterfactual"
153,8,[8 8 8 8 8],Case: 148 / Pred: 8,Case: 157 / Pred: 8,Case: 149 / Pred: 8,Case: 146 / Pred: 8,Case: 152 / Pred: 8,"[148, 157, 149, 146, 152]","[0.34009772744088324, 0.34009772744088324, 0.3399004544545376, 0.33989070683478784, 0.33969331362362665]",Timeurg: 3.0/8.0 - Non-Counterfactual,Timeurg: 3.0/8.0 - Non-Counterfactual,"Mission: 4.0/7.0, Timeurg: 4.0/8.0 - Non-Counterfactual","Denial: 2.0/3.0, Risktol: 6.0/3.0 - Non-Counterfactual","Mission: 8.0/7.0, Denial: 7.0/3.0, Risktol: 8.0/3.0 - Non-Counterfactual"
154,8,[8 8 8 8 8],Case: 144 / Pred: 8,Case: 148 / Pred: 8,Case: 149 / Pred: 8,Case: 150 / Pred: 8,Case: 153 / Pred: 8,"[144, 148, 149, 150, 153]","[0.33969331362362665, 0.33920314355080317, 0.33920314355080317, 0.33920314355080317, 0.33920314355080317]","Mission: 8.0/6.0, Denial: 2.0/3.0, Risktol: 2.0/7.0 - Non-Counterfactual","Mission: 7.0/6.0, Risktol: 3.0/7.0, Timeurg: 3.0/7.0 - Non-Counterfactual","Mission: 4.0/6.0, Risktol: 3.0/7.0, Timeurg: 4.0/7.0 - Non-Counterfactual","Mission: 4.0/6.0, Risktol: 2.0/7.0, Timeurg: 2.0/7.0 - Non-Counterfactual","Mission: 7.0/6.0, Risktol: 3.0/7.0, Timeurg: 8.0/7.0 - Non-Counterfactual"
155,3,[3 3 3 1 1],Case: 151 / Pred: 3,Case: 147 / Pred: 3,Case: 159 / Pred: 3,Case: 167 / Pred: 1,Case: 171 / Pred: 1,"[151, 147, 159, 167, 171]","[0.34080649255609197, 0.3394824697009694, 0.3387842984711883, 0.32671770513888526, 0.3255424488283451]",Mission: 7.0/8.0 - Non-Counterfactual,"Mission: 2.0/8.0, Denial: 2.0/3.0, Timeurg: 2.0/4.0 - Non-Counterfactual","Mission: 4.0/8.0, Denial: 2.0/3.0, Risktol: 2.0/3.0, Timeurg: 2.0/4.0 - Non-Counterfactual","Prompt: 16.0/15.0, Age: 40.0/36.0, Rank: 0.0/1.0, Location: 3.0/0.0, Mission: 4.0/8.0, Risktol: 6.0/3.0 - Counterfactual","Prompt: 16.0/15.0, Age: 40.0/36.0, Rank: 0.0/1.0, Location: 3.0/0.0, Denial: 7.0/3.0, Risktol: 8.0/3.0, Timeurg: 7.0/4.0 - Counterfactual"
156,8,[8 8 8 8 8],Case: 150 / Pred: 8,Case: 158 / Pred: 8,Case: 145 / Pred: 8,Case: 144 / Pred: 8,Case: 148 / Pred: 8,"[150, 158, 145, 144, 148]","[0.34080649255609197, 0.34038962038266385, 0.33969331362362665, 0.3396799854367662, 0.33920314355080317]",Mission: 4.0/8.0 - Non-Counterfactual,"Mission: 0.0/8.0, Denial: 2.0/3.0 - Non-Counterfactual","Mission: 2.0/8.0, Denial: 2.0/3.0, Risktol: 3.0/2.0 - Non-Counterfactual","Denial: 2.0/3.0, Timeurg: 7.0/2.0 - Non-Counterfactual","Mission: 7.0/8.0, Risktol: 3.0/2.0, Timeurg: 3.0/2.0 - Non-Counterfactual"
157,8,[8 8 8 8 8],Case: 148 / Pred: 8,Case: 153 / Pred: 8,Case: 149 / Pred: 8,Case: 145 / Pred: 8,Case: 150 / Pred: 8,"[148, 153, 149, 145, 150]","[0.3410032413928608, 0.34009772744088324, 0.3399004544545376, 0.3394824697009694, 0.33920314355080317]", - Non-Counterfactual,Timeurg: 8.0/3.0 - Non-Counterfactual,"Mission: 4.0/7.0, Timeurg: 4.0/3.0 - Non-Counterfactual","Mission: 2.0/7.0, Denial: 2.0/3.0, Timeurg: 2.0/3.0 - Non-Counterfactual","Mission: 4.0/7.0, Risktol: 2.0/3.0, Timeurg: 2.0/3.0 - Non-Counterfactual"
158,8,[8 8 8 8 8],Case: 150 / Pred: 8,Case: 156 / Pred: 8,Case: 145 / Pred: 8,Case: 144 / Pred: 8,Case: 146 / Pred: 8,"[150, 156, 145, 144, 146]","[0.34038962038266385, 0.34038962038266385, 0.3401110392573743, 0.3399004544545376, 0.33920314355080317]","Mission: 4.0/0.0, Denial: 3.0/2.0 - Non-Counterfactual","Mission: 8.0/0.0, Denial: 3.0/2.0 - Non-Counterfactual","Mission: 2.0/0.0, Risktol: 3.0/2.0 - Non-Counterfactual","Mission: 8.0/0.0, Timeurg: 7.0/2.0 - Non-Counterfactual","Mission: 7.0/0.0, Risktol: 6.0/2.0, Timeurg: 8.0/2.0 - Non-Counterfactual"
159,3,[3 3 3 1 1],Case: 147 / Pred: 3,Case: 151 / Pred: 3,Case: 155 / Pred: 3,Case: 175 / Pred: 1,Case: 163 / Pred: 1,"[147, 151, 155, 175, 163]","[0.3401110392573743, 0.3387842984711883, 0.3387842984711883, 0.32692293300298114, 0.32649848202539866]","Mission: 2.0/4.0, Risktol: 3.0/2.0 - Non-Counterfactual","Mission: 7.0/4.0, Denial: 3.0/2.0, Risktol: 3.0/2.0, Timeurg: 4.0/2.0 - Non-Counterfactual","Mission: 8.0/4.0, Denial: 3.0/2.0, Risktol: 3.0/2.0, Timeurg: 4.0/2.0 - Non-Counterfactual","Prompt: 16.0/15.0, Age: 40.0/36.0, Rank: 0.0/1.0, Location: 3.0/0.0, Risktol: 6.0/2.0 - Counterfactual","Prompt: 16.0/15.0, Age: 40.0/36.0, Rank: 0.0/1.0, Location: 3.0/0.0, Mission: 7.0/4.0, Timeurg: 8.0/2.0 - Counterfactual"
160,8,[8 8 8 8 8],Case: 173 / Pred: 8,Case: 166 / Pred: 8,Case: 161 / Pred: 8,Case: 162 / Pred: 8,Case: 170 / Pred: 8,"[173, 166, 161, 162, 170]","[0.33989070683478784, 0.3394824697009694, 0.33920314355080317, 0.33920314355080317, 0.33920314355080317]","Denial: 3.0/2.0, Risktol: 3.0/7.0 - Non-Counterfactual","Mission: 2.0/6.0, Denial: 3.0/2.0, Timeurg: 8.0/3.0 - Non-Counterfactual","Mission: 2.0/6.0, Risktol: 8.0/7.0, Timeurg: 2.0/3.0 - Non-Counterfactual","Mission: 2.0/6.0, Risktol: 8.0/7.0, Timeurg: 2.0/3.0 - Non-Counterfactual","Mission: 2.0/6.0, Risktol: 6.0/7.0, Timeurg: 6.0/3.0 - Non-Counterfactual"
161,8,[8 8 8 8 8],Case: 162 / Pred: 8,Case: 174 / Pred: 8,Case: 172 / Pred: 8,Case: 170 / Pred: 8,Case: 160 / Pred: 8,"[162, 174, 172, 170, 160]","[0.3410032413928608, 0.3401110392573743, 0.33969331362362665, 0.33940082184166687, 0.33920314355080317]", - Non-Counterfactual,"Mission: 4.0/2.0, Risktol: 2.0/8.0 - Non-Counterfactual","Mission: 6.0/2.0, Denial: 3.0/2.0, Risktol: 2.0/8.0 - Non-Counterfactual","Risktol: 6.0/8.0, Timeurg: 6.0/2.0 - Non-Counterfactual","Mission: 6.0/2.0, Risktol: 7.0/8.0, Timeurg: 3.0/2.0 - Non-Counterfactual"
162,8,[8 8 8 8 8],Case: 161 / Pred: 8,Case: 174 / Pred: 8,Case: 172 / Pred: 8,Case: 170 / Pred: 8,Case: 160 / Pred: 8,"[161, 174, 172, 170, 160]","[0.3410032413928608, 0.3401110392573743, 0.33969331362362665, 0.33940082184166687, 0.33920314355080317]", - Non-Counterfactual,"Mission: 4.0/2.0, Risktol: 2.0/8.0 - Non-Counterfactual","Mission: 6.0/2.0, Denial: 3.0/2.0, Risktol: 2.0/8.0 - Non-Counterfactual","Risktol: 6.0/8.0, Timeurg: 6.0/2.0 - Non-Counterfactual","Mission: 6.0/2.0, Risktol: 7.0/8.0, Timeurg: 3.0/2.0 - Non-Counterfactual"
