Index,Actual Outcome,Predicted,Sim#1,Sim#2,Sim#3,Sim#4,Sim#5,Similar_Index,Distance,Diff#1,Diff#2,Diff#3,Diff#4,Diff#5
[34],14,[15 14 10 14 14],Sample: 40 / Pred: 15,Sample: 38 / Pred: 14,Sample: 94 / Pred: 10,Sample: 42 / Pred: 14,Sample: 50 / Pred: 14,"[40, 38, 94, 42, 50]","[1.73, 4.0, 4.24, 4.36, 5.57]","Denial: 3.0/2.0, Risktol: 3.0/2.0, Timeurg: 6.0/7.0",Risktol: 6.0/2.0,"Type: 1.0/2.0, Prompt: 6.0/2.0, Risktol: 3.0/2.0","Mission: 4.0/8.0, Denial: 3.0/2.0, Risktol: 3.0/2.0, Timeurg: 6.0/7.0","Prompt: 3.0/2.0, Name: 4.0/3.0, Age: 40.0/36.0, Rank: 1.0/2.0, Location: 4.0/1.0, Mission: 7.0/8.0, Risktol: 3.0/2.0, Timeurg: 8.0/7.0"
[35],13,[15 15 12 12 12],Sample: 56 / Pred: 15,Sample: 60 / Pred: 15,Sample: 61 / Pred: 12,Sample: 41 / Pred: 12,Sample: 45 / Pred: 12,"[56, 60, 61, 41, 45]","[5.39, 5.66, 6.4, 6.63, 6.63]","Prompt: 3.0/2.0, Name: 4.0/3.0, Age: 40.0/36.0, Rank: 1.0/2.0, Location: 4.0/1.0, Mission: 3.0/2.0","Prompt: 3.0/2.0, Name: 4.0/3.0, Age: 40.0/36.0, Rank: 1.0/2.0, Location: 4.0/1.0, Mission: 0.0/2.0","Prompt: 3.0/2.0, Name: 4.0/3.0, Age: 40.0/36.0, Rank: 1.0/2.0, Location: 4.0/1.0, Mission: 0.0/2.0, Denial: 6.0/8.0, Risktol: 7.0/8.0, Timeurg: 6.0/8.0","Mission: 8.0/2.0, Risktol: 6.0/8.0, Timeurg: 6.0/8.0","Mission: 4.0/2.0, Risktol: 2.0/8.0, Timeurg: 6.0/8.0"
[36],15,[15 12 14 12 14],Sample: 32 / Pred: 15,Sample: 33 / Pred: 12,Sample: 54 / Pred: 14,Sample: 37 / Pred: 12,Sample: 42 / Pred: 14,"[32, 33, 54, 37, 42]","[1.0, 5.2, 5.48, 6.56, 6.78]",Mission: 3.0/2.0,"Mission: 7.0/2.0, Risktol: 7.0/8.0, Timeurg: 3.0/2.0","Prompt: 3.0/2.0, Name: 4.0/3.0, Age: 40.0/36.0, Rank: 1.0/2.0, Location: 4.0/1.0, Denial: 3.0/2.0, Risktol: 7.0/8.0","Mission: 7.0/2.0, Denial: 6.0/2.0, Risktol: 7.0/8.0, Timeurg: 3.0/2.0","Mission: 4.0/2.0, Denial: 3.0/2.0, Risktol: 3.0/8.0, Timeurg: 6.0/2.0"
[37],12,[12 12 10 14 15],Sample: 41 / Pred: 12,Sample: 33 / Pred: 12,Sample: 82 / Pred: 10,Sample: 38 / Pred: 14,Sample: 32 / Pred: 15,"[41, 33, 82, 38, 32]","[3.87, 4.0, 4.8, 5.83, 5.83]","Mission: 8.0/7.0, Denial: 8.0/6.0, Risktol: 6.0/7.0, Timeurg: 6.0/3.0",Denial: 2.0/6.0,"Type: 1.0/2.0, Prompt: 6.0/2.0, Mission: 8.0/7.0, Denial: 8.0/6.0, Risktol: 8.0/7.0","Mission: 8.0/7.0, Denial: 2.0/6.0, Risktol: 6.0/7.0, Timeurg: 7.0/3.0","Mission: 3.0/7.0, Denial: 2.0/6.0, Risktol: 8.0/7.0, Timeurg: 2.0/3.0"
[38],14,[15 14 12 10 14],Sample: 40 / Pred: 15,Sample: 34 / Pred: 14,Sample: 33 / Pred: 12,Sample: 94 / Pred: 10,Sample: 42 / Pred: 14,"[40, 34, 33, 94, 42]","[3.32, 4.0, 4.24, 5.1, 5.2]","Denial: 3.0/2.0, Risktol: 3.0/6.0, Timeurg: 6.0/7.0",Risktol: 2.0/6.0,"Mission: 7.0/8.0, Risktol: 7.0/6.0, Timeurg: 3.0/7.0","Type: 1.0/2.0, Prompt: 6.0/2.0, Risktol: 3.0/6.0","Mission: 4.0/8.0, Denial: 3.0/2.0, Risktol: 3.0/6.0, Timeurg: 6.0/7.0"
[39],13,[12 15 12 13 14],Sample: 45 / Pred: 12,Sample: 52 / Pred: 15,Sample: 53 / Pred: 12,Sample: 47 / Pred: 13,Sample: 42 / Pred: 14,"[45, 52, 53, 47, 42]","[4.58, 5.39, 5.83, 6.71, 6.71]","Mission: 4.0/2.0, Risktol: 2.0/3.0, Timeurg: 6.0/2.0","Prompt: 3.0/2.0, Name: 4.0/3.0, Age: 40.0/36.0, Rank: 1.0/2.0, Location: 4.0/1.0, Risktol: 2.0/3.0","Prompt: 3.0/2.0, Name: 4.0/3.0, Age: 40.0/36.0, Rank: 1.0/2.0, Location: 4.0/1.0, Mission: 3.0/2.0, Denial: 7.0/8.0, Timeurg: 4.0/2.0","Risktol: 0.0/3.0, Timeurg: 8.0/2.0","Mission: 4.0/2.0, Denial: 3.0/8.0, Timeurg: 6.0/2.0"
[40],15,[14 14 14 10 12],Sample: 34 / Pred: 14,Sample: 38 / Pred: 14,Sample: 42 / Pred: 14,Sample: 94 / Pred: 10,Sample: 33 / Pred: 12,"[34, 38, 42, 94, 33]","[1.73, 3.32, 4.0, 4.36, 5.2]","Denial: 2.0/3.0, Risktol: 2.0/3.0, Timeurg: 7.0/6.0","Denial: 2.0/3.0, Risktol: 6.0/3.0, Timeurg: 7.0/6.0",Mission: 4.0/8.0,"Type: 1.0/2.0, Prompt: 6.0/2.0, Denial: 2.0/3.0, Timeurg: 7.0/6.0","Mission: 7.0/8.0, Denial: 2.0/3.0, Risktol: 7.0/3.0, Timeurg: 3.0/6.0"
[41],12,[12 12 10 12 15],Sample: 37 / Pred: 12,Sample: 57 / Pred: 12,Sample: 82 / Pred: 10,Sample: 45 / Pred: 12,Sample: 40 / Pred: 15,"[37, 57, 82, 45, 40]","[3.87, 5.48, 5.48, 5.66, 5.83]","Mission: 7.0/8.0, Denial: 6.0/8.0, Risktol: 7.0/6.0, Timeurg: 3.0/6.0","Prompt: 3.0/2.0, Name: 4.0/3.0, Age: 40.0/36.0, Rank: 1.0/2.0, Location: 4.0/1.0, Denial: 7.0/8.0, Risktol: 7.0/6.0","Type: 1.0/2.0, Prompt: 6.0/2.0, Risktol: 8.0/6.0, Timeurg: 3.0/6.0","Mission: 4.0/8.0, Risktol: 2.0/6.0","Denial: 3.0/8.0, Risktol: 3.0/6.0"
[42],14,[13 15 14 12 14],Sample: 43 / Pred: 13,Sample: 40 / Pred: 15,Sample: 34 / Pred: 14,Sample: 45 / Pred: 12,Sample: 38 / Pred: 14,"[43, 40, 34, 45, 38]","[3.16, 4.0, 4.36, 5.1, 5.2]","Mission: 2.0/4.0, Denial: 2.0/3.0, Risktol: 2.0/3.0, Timeurg: 8.0/6.0",Mission: 8.0/4.0,"Mission: 8.0/4.0, Denial: 2.0/3.0, Risktol: 2.0/3.0, Timeurg: 7.0/6.0","Denial: 8.0/3.0, Risktol: 2.0/3.0","Mission: 8.0/4.0, Denial: 2.0/3.0, Risktol: 6.0/3.0, Timeurg: 7.0/6.0"
[43],13,[14 13 14 13 15],Sample: 42 / Pred: 14,Sample: 59 / Pred: 13,Sample: 34 / Pred: 14,Sample: 47 / Pred: 13,Sample: 40 / Pred: 15,"[42, 59, 34, 47, 40]","[3.16, 5.29, 6.08, 6.32, 6.48]","Mission: 4.0/2.0, Denial: 3.0/2.0, Risktol: 3.0/2.0, Timeurg: 6.0/8.0","Prompt: 3.0/2.0, Name: 4.0/3.0, Age: 40.0/36.0, Rank: 1.0/2.0, Location: 4.0/1.0","Mission: 8.0/2.0, Timeurg: 7.0/8.0","Denial: 8.0/2.0, Risktol: 0.0/2.0","Mission: 8.0/2.0, Denial: 3.0/2.0, Risktol: 3.0/2.0, Timeurg: 6.0/8.0"
[44],15,[12 13 15 12 14],Sample: 45 / Pred: 12,Sample: 47 / Pred: 13,Sample: 40 / Pred: 15,Sample: 41 / Pred: 12,Sample: 34 / Pred: 14,"[45, 47, 40, 41, 34]","[4.12, 5.0, 6.24, 6.4, 6.48]","Mission: 4.0/7.0, Risktol: 2.0/0.0, Timeurg: 6.0/8.0",Mission: 2.0/7.0,"Mission: 8.0/7.0, Denial: 3.0/8.0, Risktol: 3.0/0.0, Timeurg: 6.0/8.0","Mission: 8.0/7.0, Risktol: 6.0/0.0, Timeurg: 6.0/8.0","Mission: 8.0/7.0, Denial: 2.0/8.0, Risktol: 2.0/0.0, Timeurg: 7.0/8.0"
[45],12,[13 15 13 14 12],Sample: 47 / Pred: 13,Sample: 44 / Pred: 15,Sample: 39 / Pred: 13,Sample: 42 / Pred: 14,Sample: 41 / Pred: 12,"[47, 44, 39, 42, 41]","[3.46, 4.12, 4.58, 5.1, 5.66]","Mission: 2.0/4.0, Risktol: 0.0/2.0, Timeurg: 8.0/6.0","Mission: 7.0/4.0, Risktol: 0.0/2.0, Timeurg: 8.0/6.0","Mission: 2.0/4.0, Risktol: 3.0/2.0, Timeurg: 2.0/6.0","Denial: 3.0/8.0, Risktol: 3.0/2.0","Mission: 8.0/4.0, Risktol: 6.0/2.0"
[46],14,[12 13 15 14 10],Sample: 33 / Pred: 12,Sample: 55 / Pred: 13,Sample: 40 / Pred: 15,Sample: 42 / Pred: 14,Sample: 90 / Pred: 10,"[33, 55, 40, 42, 90]","[5.92, 6.4, 6.48, 6.48, 6.78]","Mission: 7.0/6.0, Risktol: 7.0/2.0, Timeurg: 3.0/0.0","Prompt: 3.0/2.0, Name: 4.0/3.0, Age: 40.0/36.0, Rank: 1.0/2.0, Location: 4.0/1.0, Mission: 3.0/6.0, Timeurg: 2.0/0.0","Mission: 8.0/6.0, Denial: 3.0/2.0, Risktol: 3.0/2.0, Timeurg: 6.0/0.0","Mission: 4.0/6.0, Denial: 3.0/2.0, Risktol: 3.0/2.0, Timeurg: 6.0/0.0","Type: 1.0/2.0, Prompt: 6.0/2.0, Mission: 8.0/6.0, Risktol: 6.0/2.0, Timeurg: 3.0/0.0"
[47],13,[12 15 13 14 14],Sample: 45 / Pred: 12,Sample: 44 / Pred: 15,Sample: 43 / Pred: 13,Sample: 42 / Pred: 14,Sample: 58 / Pred: 14,"[45, 44, 43, 42, 58]","[3.46, 5.0, 6.32, 6.48, 6.56]","Mission: 4.0/2.0, Risktol: 2.0/0.0, Timeurg: 6.0/8.0",Mission: 7.0/2.0,"Denial: 2.0/8.0, Risktol: 2.0/0.0","Mission: 4.0/2.0, Denial: 3.0/8.0, Risktol: 3.0/0.0, Timeurg: 6.0/8.0","Prompt: 3.0/2.0, Name: 4.0/3.0, Age: 40.0/36.0, Rank: 1.0/2.0, Location: 4.0/1.0, Mission: 3.0/2.0, Denial: 6.0/8.0, Risktol: 3.0/0.0, Timeurg: 7.0/8.0"
[48],15,[14 12 12 15 15],Sample: 54 / Pred: 14,Sample: 61 / Pred: 12,Sample: 53 / Pred: 12,Sample: 56 / Pred: 15,Sample: 52 / Pred: 15,"[54, 61, 53, 56, 52]","[5.2, 5.48, 5.48, 6.0, 6.08]","Mission: 2.0/3.0, Denial: 3.0/8.0, Risktol: 7.0/8.0","Mission: 0.0/3.0, Denial: 6.0/8.0, Risktol: 7.0/8.0, Timeurg: 6.0/2.0","Denial: 7.0/8.0, Risktol: 3.0/8.0, Timeurg: 4.0/2.0",Timeurg: 8.0/2.0,"Mission: 2.0/3.0, Risktol: 2.0/8.0"
[49],12,[12 15 14 14 15],Sample: 61 / Pred: 12,Sample: 56 / Pred: 15,Sample: 58 / Pred: 14,Sample: 54 / Pred: 14,Sample: 60 / Pred: 15,"[61, 56, 58, 54, 60]","[3.74, 4.24, 4.47, 5.2, 5.2]","Mission: 0.0/3.0, Denial: 6.0/4.0, Timeurg: 6.0/7.0","Denial: 8.0/4.0, Risktol: 8.0/7.0, Timeurg: 8.0/7.0","Denial: 6.0/4.0, Risktol: 3.0/7.0","Mission: 2.0/3.0, Denial: 3.0/4.0, Timeurg: 2.0/7.0","Mission: 0.0/3.0, Denial: 8.0/4.0, Risktol: 8.0/7.0, Timeurg: 8.0/7.0"
[50],14,[13 14 14 15 10],Sample: 59 / Pred: 13,Sample: 34 / Pred: 14,Sample: 58 / Pred: 14,Sample: 40 / Pred: 15,Sample: 95 / Pred: 10,"[59, 34, 58, 40, 95]","[5.1, 5.57, 5.74, 5.83, 6.0]","Mission: 2.0/7.0, Risktol: 2.0/3.0","Prompt: 2.0/3.0, Name: 3.0/4.0, Age: 36.0/40.0, Rank: 2.0/1.0, Location: 1.0/4.0, Mission: 8.0/7.0, Risktol: 2.0/3.0, Timeurg: 7.0/8.0","Mission: 3.0/7.0, Denial: 6.0/2.0, Timeurg: 7.0/8.0","Prompt: 2.0/3.0, Name: 3.0/4.0, Age: 36.0/40.0, Rank: 2.0/1.0, Location: 1.0/4.0, Mission: 8.0/7.0, Denial: 3.0/2.0, Timeurg: 6.0/8.0","Type: 1.0/2.0, Prompt: 6.0/3.0, Mission: 4.0/7.0, Risktol: 2.0/3.0, Timeurg: 4.0/8.0"
[51],13,[13 12 10 15 10],Sample: 63 / Pred: 13,Sample: 57 / Pred: 12,Sample: 106 / Pred: 10,Sample: 56 / Pred: 15,Sample: 282 / Pred: 10,"[63, 57, 106, 56, 282]","[1.0, 2.45, 4.69, 5.0, 5.2]",Mission: 7.0/8.0,"Denial: 7.0/8.0, Risktol: 7.0/8.0, Timeurg: 6.0/8.0","Type: 1.0/2.0, Prompt: 7.0/3.0, Mission: 7.0/8.0, Timeurg: 6.0/8.0",Mission: 3.0/8.0,"Type: 1.0/2.0, Prompt: 8.0/3.0, Timeurg: 7.0/8.0"
[52],15,[12 10 13 14 14],Sample: 53 / Pred: 12,Sample: 102 / Pred: 10,Sample: 39 / Pred: 13,Sample: 58 / Pred: 14,Sample: 62 / Pred: 14,"[53, 102, 39, 58, 62]","[2.65, 4.47, 5.39, 5.57, 5.74]","Mission: 3.0/2.0, Denial: 7.0/8.0, Risktol: 3.0/2.0, Timeurg: 4.0/2.0","Type: 1.0/2.0, Prompt: 7.0/3.0, Mission: 3.0/2.0, Risktol: 3.0/2.0, Timeurg: 3.0/2.0","Prompt: 2.0/3.0, Name: 3.0/4.0, Age: 36.0/40.0, Rank: 2.0/1.0, Location: 1.0/4.0, Risktol: 3.0/2.0","Mission: 3.0/2.0, Denial: 6.0/8.0, Risktol: 3.0/2.0, Timeurg: 7.0/2.0","Mission: 0.0/2.0, Denial: 3.0/8.0, Timeurg: 4.0/2.0"
[53],12,[15 14 10 14 13],Sample: 52 / Pred: 15,Sample: 58 / Pred: 14,Sample: 102 / Pred: 10,Sample: 62 / Pred: 14,Sample: 55 / Pred: 13,"[52, 58, 102, 62, 55]","[2.65, 3.16, 4.36, 5.1, 5.48]","Mission: 2.0/3.0, Denial: 8.0/7.0, Risktol: 2.0/3.0, Timeurg: 2.0/4.0","Denial: 6.0/7.0, Timeurg: 7.0/4.0","Type: 1.0/2.0, Prompt: 7.0/3.0, Denial: 8.0/7.0, Timeurg: 3.0/4.0","Mission: 0.0/3.0, Denial: 3.0/7.0, Risktol: 2.0/3.0","Denial: 2.0/7.0, Risktol: 2.0/3.0, Timeurg: 2.0/4.0"
[54],14,[13 12 15 10 10],Sample: 55 / Pred: 13,Sample: 49 / Pred: 12,Sample: 48 / Pred: 15,Sample: 91 / Pred: 10,Sample: 278 / Pred: 10,"[55, 49, 48, 91, 278]","[5.2, 5.2, 5.2, 5.29, 5.29]","Mission: 3.0/2.0, Denial: 2.0/3.0, Risktol: 2.0/7.0","Mission: 3.0/2.0, Denial: 4.0/3.0, Timeurg: 7.0/2.0","Mission: 3.0/2.0, Denial: 8.0/3.0, Risktol: 8.0/7.0","Type: 1.0/2.0, Prompt: 6.0/3.0, Mission: 6.0/2.0, Denial: 2.0/3.0, Risktol: 8.0/7.0","Type: 1.0/2.0, Prompt: 8.0/3.0, Denial: 2.0/3.0, Timeurg: 3.0/2.0"
[55],13,[14 10 10 14 12],Sample: 62 / Pred: 14,Sample: 95 / Pred: 10,Sample: 110 / Pred: 10,Sample: 54 / Pred: 14,Sample: 53 / Pred: 12,"[62, 95, 110, 54, 53]","[3.74, 3.87, 4.69, 5.2, 5.48]","Mission: 0.0/3.0, Denial: 3.0/2.0, Timeurg: 4.0/2.0","Type: 1.0/2.0, Prompt: 6.0/3.0, Mission: 4.0/3.0, Timeurg: 4.0/2.0","Type: 1.0/2.0, Prompt: 7.0/3.0, Mission: 4.0/3.0, Timeurg: 4.0/2.0","Mission: 2.0/3.0, Denial: 3.0/2.0, Risktol: 7.0/2.0","Denial: 7.0/2.0, Risktol: 3.0/2.0, Timeurg: 4.0/2.0"
[56],15,[15  9 13 12 12],Sample: 60 / Pred: 15,Sample: 83 / Pred: 9,Sample: 63 / Pred: 13,Sample: 61 / Pred: 12,Sample: 49 / Pred: 12,"[60, 83, 63, 61, 49]","[3.0, 3.32, 4.0, 4.24, 4.24]",Mission: 0.0/3.0,"Type: 1.0/2.0, Prompt: 6.0/3.0, Risktol: 7.0/8.0",Mission: 7.0/3.0,"Mission: 0.0/3.0, Denial: 6.0/8.0, Risktol: 7.0/8.0, Timeurg: 6.0/8.0","Denial: 4.0/8.0, Risktol: 7.0/8.0, Timeurg: 7.0/8.0"
[57],12,[13 13 10 10 12],Sample: 51 / Pred: 13,Sample: 63 / Pred: 13,Sample: 106 / Pred: 10,Sample: 282 / Pred: 10,Sample: 41 / Pred: 12,"[51, 63, 106, 282, 41]","[2.45, 2.65, 4.47, 5.39, 5.48]","Denial: 8.0/7.0, Risktol: 8.0/7.0, Timeurg: 8.0/6.0","Mission: 7.0/8.0, Denial: 8.0/7.0, Risktol: 8.0/7.0, Timeurg: 8.0/6.0","Type: 1.0/2.0, Prompt: 7.0/3.0, Mission: 7.0/8.0, Denial: 8.0/7.0, Risktol: 8.0/7.0","Type: 1.0/2.0, Prompt: 8.0/3.0, Denial: 8.0/7.0, Risktol: 8.0/7.0, Timeurg: 7.0/6.0","Prompt: 2.0/3.0, Name: 3.0/4.0, Age: 36.0/40.0, Rank: 2.0/1.0, Location: 1.0/4.0, Denial: 8.0/7.0, Risktol: 6.0/7.0"
[58],14,[12 13 12 12 14],Sample: 53 / Pred: 12,Sample: 59 / Pred: 13,Sample: 49 / Pred: 12,Sample: 61 / Pred: 12,Sample: 62 / Pred: 14,"[53, 59, 49, 61, 62]","[3.16, 4.36, 4.47, 5.1, 5.29]","Denial: 7.0/6.0, Timeurg: 4.0/7.0","Mission: 2.0/3.0, Denial: 2.0/6.0, Risktol: 2.0/3.0, Timeurg: 8.0/7.0","Denial: 4.0/6.0, Risktol: 7.0/3.0","Mission: 0.0/3.0, Risktol: 7.0/3.0, Timeurg: 6.0/7.0","Mission: 0.0/3.0, Denial: 3.0/6.0, Risktol: 2.0/3.0, Timeurg: 4.0/7.0"
[59],13,[14 14 14 13 10],Sample: 58 / Pred: 14,Sample: 62 / Pred: 14,Sample: 50 / Pred: 14,Sample: 43 / Pred: 13,Sample: 95 / Pred: 10,"[58, 62, 50, 43, 95]","[4.36, 4.58, 5.1, 5.29, 5.48]","Mission: 3.0/2.0, Denial: 6.0/2.0, Risktol: 3.0/2.0, Timeurg: 7.0/8.0","Mission: 0.0/2.0, Denial: 3.0/2.0, Timeurg: 4.0/8.0","Mission: 7.0/2.0, Risktol: 3.0/2.0","Prompt: 2.0/3.0, Name: 3.0/4.0, Age: 36.0/40.0, Rank: 2.0/1.0, Location: 1.0/4.0","Type: 1.0/2.0, Prompt: 6.0/3.0, Mission: 4.0/2.0, Timeurg: 4.0/8.0"
[60],15,[12 15  9 12 13],Sample: 61 / Pred: 12,Sample: 56 / Pred: 15,Sample: 83 / Pred: 9,Sample: 49 / Pred: 12,Sample: 35 / Pred: 13,"[61, 56, 83, 49, 35]","[3.0, 3.0, 4.47, 5.2, 5.66]","Denial: 6.0/8.0, Risktol: 7.0/8.0, Timeurg: 6.0/8.0",Mission: 3.0/0.0,"Type: 1.0/2.0, Prompt: 6.0/3.0, Mission: 3.0/0.0, Risktol: 7.0/8.0","Mission: 3.0/0.0, Denial: 4.0/8.0, Risktol: 7.0/8.0, Timeurg: 7.0/8.0","Prompt: 2.0/3.0, Name: 3.0/4.0, Age: 36.0/40.0, Rank: 2.0/1.0, Location: 1.0/4.0, Mission: 2.0/0.0"
[61],12,[15 12 15 14  9],Sample: 60 / Pred: 15,Sample: 49 / Pred: 12,Sample: 56 / Pred: 15,Sample: 58 / Pred: 14,Sample: 83 / Pred: 9,"[60, 49, 56, 58, 83]","[3.0, 3.74, 4.24, 5.1, 5.2]","Denial: 8.0/6.0, Risktol: 8.0/7.0, Timeurg: 8.0/6.0","Mission: 3.0/0.0, Denial: 4.0/6.0, Timeurg: 7.0/6.0","Mission: 3.0/0.0, Denial: 8.0/6.0, Risktol: 8.0/7.0, Timeurg: 8.0/6.0","Mission: 3.0/0.0, Risktol: 3.0/7.0, Timeurg: 7.0/6.0","Type: 1.0/2.0, Prompt: 6.0/3.0, Mission: 3.0/0.0, Denial: 8.0/6.0, Timeurg: 8.0/6.0"
[62],14,[13 13 12 10 14],Sample: 55 / Pred: 13,Sample: 59 / Pred: 13,Sample: 53 / Pred: 12,Sample: 95 / Pred: 10,Sample: 58 / Pred: 14,"[55, 59, 53, 95, 58]","[3.74, 4.58, 5.1, 5.2, 5.29]","Mission: 3.0/0.0, Denial: 2.0/3.0, Timeurg: 2.0/4.0","Mission: 2.0/0.0, Denial: 2.0/3.0, Timeurg: 8.0/4.0","Mission: 3.0/0.0, Denial: 7.0/3.0, Risktol: 3.0/2.0","Type: 1.0/2.0, Prompt: 6.0/3.0, Mission: 4.0/0.0, Denial: 2.0/3.0","Mission: 3.0/0.0, Denial: 6.0/3.0, Risktol: 3.0/2.0, Timeurg: 7.0/4.0"
[63],13,[13 12 15 10  9],Sample: 51 / Pred: 13,Sample: 57 / Pred: 12,Sample: 56 / Pred: 15,Sample: 106 / Pred: 10,Sample: 83 / Pred: 9,"[51, 57, 56, 106, 83]","[1.0, 2.65, 4.0, 4.58, 5.2]",Mission: 8.0/7.0,"Mission: 8.0/7.0, Denial: 7.0/8.0, Risktol: 7.0/8.0, Timeurg: 6.0/8.0",Mission: 3.0/7.0,"Type: 1.0/2.0, Prompt: 7.0/3.0, Timeurg: 6.0/8.0","Type: 1.0/2.0, Prompt: 6.0/3.0, Mission: 3.0/7.0, Risktol: 7.0/8.0"
[64],15,[12 10 10 12 12],Sample: 69 / Pred: 12,Sample: 85 / Pred: 10,Sample: 81 / Pred: 10,Sample: 73 / Pred: 12,Sample: 17 / Pred: 12,"[69, 85, 81, 73, 17]","[4.58, 5.25, 5.25, 5.29, 5.44]","Mission: 6.0/8.0, Denial: 3.0/7.0, Timeurg: 3.0/2.0","Type: 1.0/2.0, Prompt: 6.0/4.0, Name: 2.0/5.0, Age: 25.0/26.0, Injury Type: 3.0/0.0, Severity: 0.25/1.0, Location: 2.0/3.0, Mission: 7.0/8.0, Timeurg: 3.0/2.0","Type: 1.0/2.0, Prompt: 6.0/4.0, Name: 2.0/5.0, Age: 25.0/26.0, Injury Type: 3.0/0.0, Severity: 0.25/1.0, Location: 2.0/3.0, Mission: 7.0/8.0, Timeurg: 3.0/2.0","Mission: 3.0/8.0, Denial: 6.0/7.0, Risktol: 6.0/7.0, Timeurg: 3.0/2.0","Prompt: 1.0/4.0, Name: 2.0/5.0, Age: 25.0/26.0, Injury Type: 3.0/0.0, Severity: 0.25/1.0, Location: 2.0/3.0"
[65],12,[12 14 13 12 14],Sample: 77 / Pred: 12,Sample: 66 / Pred: 14,Sample: 75 / Pred: 13,Sample: 73 / Pred: 12,Sample: 78 / Pred: 14,"[77, 66, 75, 73, 78]","[3.16, 3.32, 4.36, 5.1, 5.48]","Mission: 0.0/2.0, Denial: 4.0/3.0, Risktol: 4.0/6.0, Timeurg: 8.0/7.0","Denial: 2.0/3.0, Risktol: 3.0/6.0, Timeurg: 8.0/7.0","Mission: 3.0/2.0, Denial: 4.0/3.0, Risktol: 2.0/6.0, Timeurg: 8.0/7.0","Mission: 3.0/2.0, Denial: 6.0/3.0, Timeurg: 3.0/7.0","Mission: 0.0/2.0, Denial: 4.0/3.0, Risktol: 2.0/6.0, Timeurg: 4.0/7.0"
[66],14,[13 12 12 10 14],Sample: 75 / Pred: 13,Sample: 77 / Pred: 12,Sample: 65 / Pred: 12,Sample: 283 / Pred: 10,Sample: 78 / Pred: 14,"[75, 77, 65, 283, 78]","[2.45, 3.0, 3.32, 4.47, 5.0]","Mission: 3.0/2.0, Denial: 4.0/2.0, Risktol: 2.0/3.0","Mission: 0.0/2.0, Denial: 4.0/2.0, Risktol: 4.0/3.0","Denial: 3.0/2.0, Risktol: 6.0/3.0, Timeurg: 7.0/8.0","Type: 1.0/2.0, Prompt: 8.0/4.0, Denial: 3.0/2.0, Risktol: 2.0/3.0, Timeurg: 7.0/8.0","Mission: 0.0/2.0, Denial: 4.0/2.0, Risktol: 2.0/3.0, Timeurg: 4.0/8.0"
[67],13,[13 14 14 12 15],Sample: 79 / Pred: 13,Sample: 74 / Pred: 14,Sample: 70 / Pred: 14,Sample: 25 / Pred: 12,Sample: 64 / Pred: 15,"[79, 74, 70, 25, 64]","[1.0, 2.0, 4.12, 6.13, 6.16]",Mission: 7.0/8.0,Risktol: 6.0/8.0,"Mission: 4.0/8.0, Timeurg: 7.0/8.0","Prompt: 1.0/4.0, Name: 2.0/5.0, Age: 25.0/26.0, Injury Type: 3.0/0.0, Severity: 0.25/1.0, Location: 2.0/3.0, Risktol: 6.0/8.0, Timeurg: 6.0/8.0","Denial: 7.0/8.0, Risktol: 7.0/8.0, Timeurg: 2.0/8.0"
[68],15,[13 10 13 10 12],Sample: 71 / Pred: 13,Sample: 111 / Pred: 10,Sample: 23 / Pred: 13,Sample: 89 / Pred: 10,Sample: 69 / Pred: 12,"[71, 111, 23, 89, 69]","[0.0, 5.2, 5.53, 5.53, 5.57]",,"Type: 1.0/2.0, Prompt: 7.0/4.0, Mission: 4.0/8.0, Risktol: 3.0/2.0","Prompt: 1.0/4.0, Name: 2.0/5.0, Age: 25.0/26.0, Injury Type: 3.0/0.0, Severity: 0.25/1.0, Location: 2.0/3.0, Mission: 7.0/8.0","Type: 1.0/2.0, Prompt: 6.0/4.0, Name: 2.0/5.0, Age: 25.0/26.0, Injury Type: 3.0/0.0, Severity: 0.25/1.0, Location: 2.0/3.0, Mission: 7.0/8.0, Risktol: 4.0/2.0","Mission: 6.0/8.0, Denial: 3.0/2.0, Risktol: 7.0/2.0, Timeurg: 3.0/2.0"
[69],12,[12 15 10 15 10],Sample: 73 / Pred: 12,Sample: 64 / Pred: 15,Sample: 103 / Pred: 10,Sample: 72 / Pred: 15,Sample: 99 / Pred: 10,"[73, 64, 103, 72, 99]","[4.36, 4.58, 5.2, 5.2, 5.29]","Mission: 3.0/6.0, Denial: 6.0/3.0, Risktol: 6.0/7.0","Mission: 8.0/6.0, Denial: 7.0/3.0, Timeurg: 2.0/3.0","Type: 1.0/2.0, Prompt: 7.0/4.0, Mission: 2.0/6.0, Timeurg: 2.0/3.0","Mission: 2.0/6.0, Denial: 2.0/3.0, Risktol: 4.0/7.0, Timeurg: 2.0/3.0","Type: 1.0/2.0, Prompt: 7.0/4.0, Mission: 2.0/6.0, Risktol: 8.0/7.0, Timeurg: 2.0/3.0"
